frame,yolo_total_ms,yolo_preprocess_ms,yolo_inference_ms,yolo_postprocess_ms,boxes
122,9.347299998626113,1.845599999796832,5.815399999846704,1.4097999992372934,14
123,8.27529999986291,1.6880999992281431,5.157699999472243,1.2162999992142431,15
124,8.401099998503923,1.66940000053728,5.245299998932751,1.239999999597785,14
125,8.101199999451637,1.5079999993758975,5.205900000873953,1.1820999989140546,15
126,8.522199999541044,1.7298999991908204,5.297199999404256,1.2455999985832023,17
127,8.342199997976422,1.607500000318396,5.22369999998773,1.2473000006139046,18
128,8.287899998947978,1.6075999992608558,5.234500000369735,1.1950999996770406,18
129,9.216800002381206,1.896100000521983,5.665700000463403,1.3509000000340166,14
130,8.802300000563264,2.0060999995621387,5.277700000078767,1.217299999552779,13
131,8.995900001376867,1.7392000008840114,5.668499999956111,1.3039000004937407,13
132,8.083799999207258,1.5158999995037448,5.161900000530295,1.1950000007345807,13
133,8.654900001361966,1.8127000003005378,5.306699998982367,1.2414000011631288,13
134,8.350000001490116,1.5546000013273442,5.312600000252132,1.254799999514944,13
135,8.544599998742342,1.6685000009601936,5.352599999241647,1.243300001078751,13
136,7.970100000500679,1.5019000002212124,5.048099999839906,1.2127000009058975,12
137,9.044599998742342,1.8091000001732027,5.63739999961399,1.320800000030431,12
138,8.132900001481175,1.470799999879091,5.083500000182539,1.3751999995292863,12
139,8.363299999386072,1.6348999997717328,5.254100000456674,1.2185000014142133,13
140,8.228900000452995,1.4905000007274793,5.0628999997570645,1.464799999666866,11
141,9.256600001826882,1.8200000013166573,5.827200000567245,1.3323999992280733,12
142,8.042999999597669,1.5072999995027203,5.1004999986616895,1.2280999999347841,13
143,8.401599999517202,1.6150999999808846,5.294199998388649,1.2225999998918269,13
144,8.394600000232458,1.6262999997707084,5.295599999953993,1.223200000822544,13
145,9.014700001105666,1.776600000084727,5.689500001608394,1.2776000003213994,12
146,7.890599999576807,1.4930000015738187,5.006899998988956,1.162199998361757,12
147,9.152699999511242,2.0953000002918998,5.45599999895785,1.3209999997343402,13
148,8.349899999797344,1.627800000278512,5.189399998926092,1.2575999990076525,12
149,9.28349999897182,1.8853000001399778,5.762399998275214,1.3367999999900348,12
150,8.018699999898672,1.4995000001363223,5.091799999718205,1.2177000007795868,13
151,8.533500000834465,1.7451000003347872,5.288700000164681,1.2260000003152527,11
152,11.211900001391768,2.006700000492856,7.638600000063889,1.3014999985898612,14
153,9.059000000357628,1.8086000000039348,5.585500000961474,1.3901000002078945,12
154,8.12699999846518,1.5507999996771105,5.138500000612112,1.2110000006941846,14
155,11.982599999755621,1.7935999985638773,8.530499999324093,1.3765000003331807,14
156,11.647099999710917,2.0416000006662216,7.781800000884687,1.4331000002130168,13
157,8.622800000011921,1.819900000555208,5.231200000707759,1.2532000000646804,14
158,8.23759999871254,1.6739999991841614,5.056100000729202,1.2279000002308749,14
159,9.643200000748038,2.0484999986365438,5.89870000112569,1.3800999986415263,14
160,9.152800001204014,1.8306999991182238,5.605099999229424,1.4271999989432516,14
161,9.374199997633696,1.8294000001333188,5.957800000032876,1.293099998292746,14
162,8.175199998542666,1.66930000159482,5.029399999330053,1.2605000010807998,14
163,8.712999999523163,1.847999999881722,5.285499999445165,1.269400001547183,15
164,8.297200001776218,1.6328000001522014,5.215400000452064,1.23870000061288,15
165,9.270999999716878,1.9290000000182772,5.701599999156315,1.3453999999910593,15
166,8.830100001767278,1.7111000015574973,5.620899999485118,1.236800000697258,13
167,9.029899999499321,2.025800000410527,5.51159999849915,1.2463000002753688,11
168,9.482799999415874,2.1672000002581626,5.627900000035879,1.3711000010516727,14
169,9.055299999192357,1.8278999996255152,5.6096999996952945,1.3266000005387468,14
170,9.715600000694394,2.069399999527377,5.967099999907077,1.3569999991887016,14
171,9.449099998921156,1.9155000009050127,5.802800000310526,1.4433999986067647,15
172,9.380200002342463,1.9733999997697538,5.65910000113945,1.435700000001816,15
173,8.858899999409914,1.6778999997768551,5.561300000408664,1.3885999997000908,15
174,8.953700000420213,1.9066000004386296,5.467499999213032,1.3138000012986595,14
175,8.331799998879433,1.5738000001874752,5.3679000011470634,1.1785999995481689,17
176,9.596700001507998,1.880699999674107,5.909100000280887,1.4872000010655029,17
177,8.792300000786781,1.7745999994076556,5.563599999732105,1.2130999984947266,15
178,8.879600001499057,1.6869999999471474,5.694600000424543,1.2422999989212258,14
179,8.090299999341369,1.5913000006548828,5.093400000987458,1.1933000005228678,14
180,9.120999999344349,1.8055000000458676,5.744399999457528,1.304899999013287,15
181,8.464699998497963,1.6879000013432233,5.2989000014349585,1.23150000035821,15
182,8.53239999897778,1.841999999669497,5.184699999517761,1.2576999997691019,15
183,10.230299999937415,2.2429999989981297,6.140800000139279,1.540900000691181,15
184,8.784199999645352,1.7965000006370246,5.459199999677367,1.3123999997333158,15
185,8.731500001624227,1.8388999997114297,5.36409999949683,1.2516000006144168,15
186,8.521599998697639,1.7332000006717863,5.2121000007900875,1.3548000006267102,14
187,9.31950000114739,1.976599998670281,5.5917999998200685,1.4704000004712725,14
188,8.482600001618266,1.6092000005301088,5.415800000264426,1.2492999994719867,14
189,9.421800000593066,1.9554000009520678,5.761200000051758,1.4335999985632952,14
190,8.04420000128448,1.58950000150071,5.055700001321384,1.1842000003525754,15
191,9.772499999031425,2.0513999988907017,5.93490000028396,1.4909000001352979,16
192,8.594999998807907,1.8428000003041234,5.358399999749963,1.1789000000135275,13
193,8.442700000479817,1.7142000015155645,5.233800000496558,1.2355999988358235,13
194,8.028300002217293,1.5585000001010485,5.057000000306289,1.1945999995077727,13
195,8.511099999770522,1.7286000002059154,5.296699999234988,1.228600000104052,14
196,8.702800000086427,1.7618000001675682,5.404600000474602,1.2684999983321177,14
197,8.069899998605251,1.608200000191573,5.07110000035027,1.1787000003096182,14
198,9.582700001075864,2.059200000076089,5.861800000275252,1.3426999994408106,12
199,8.643200000748038,1.732599999741069,5.341500000213273,1.3058000004093628,11
200,8.619200000539422,1.7919999991136137,5.29140000071493,1.2148999994678888,11
201,8.47179999947548,1.7446000001655193,5.215299999690615,1.2313999995967606,11
202,8.996899999678135,1.811699999962002,5.455400001665112,1.4448000001721084,11
203,8.408300001174212,1.667700000325567,5.1770000009128125,1.341099999990547,11
204,8.561000000685453,1.717600000120001,5.3466999997908715,1.2306000007811235,11
205,8.53429999947548,1.6277999984595226,5.403999999543885,1.2798999996448401,10
206,9.244200000539422,1.9606999994721264,5.6616000001668,1.2998000001971377,10
207,8.565099999308586,1.6315000011672964,5.3972000005160226,1.3103999990562443,15
208,8.663799999281764,1.7397000010532793,5.290200000672485,1.2420000002748566,12
209,9.294400000944734,1.99849999989965,5.621099999189028,1.4168999987305142,12
210,8.93999999947846,1.784399999451125,5.557200000112061,1.3235999995231396,12
211,9.134799998253584,1.7222000005858717,5.8017999999719905,1.2843000004068017,12
212,8.611700000241399,1.723699999274686,5.375300001105643,1.250600000275881,12
213,9.321100000292063,2.104400000462192,5.635200001051999,1.2420999992173165,10
214,8.60899999924004,1.603300001079333,5.541599999560276,1.2423999996826751,11
215,8.563799999654293,1.7103999998653308,5.328500001269276,1.2664000005315756,10
216,8.291400000452995,1.5848000002733897,5.322599999999511,1.1774000013247132,11
217,8.965900000184774,1.9358999998075888,5.504799999471288,1.252300000487594,11
218,8.884300000965595,1.7659000004641712,5.5864999994810205,1.2895999989268603,11
219,8.84970000013709,1.886000000013155,5.4037999998399755,1.2823000015487196,13
220,8.039899999275804,1.5622999999322928,5.089299998871866,1.1799999992945231,11
221,9.273500002920628,1.9296999998914544,5.762300001151743,1.3010000002395827,11
222,8.233599998056889,1.6867000013007782,5.085400000098161,1.2382999993860722,11
223,8.637900000438094,1.7788000004657079,5.383000001529581,1.2108000009902753,12
224,8.291799999773502,1.637299999856623,5.228100000749691,1.1999999987892807,12
225,9.063699997961521,1.9561999997677049,5.426300000181072,1.4043000010133255,10
226,8.816900001838803,1.9661000005726237,5.363799999031471,1.2020000012853416,9
227,8.83310000039637,1.8626000000949716,5.4620999999315245,1.2864000000263331,9
228,9.946600001305342,2.0802999988518422,6.112999999459134,1.4511000008496922,11
229,9.27080000191927,1.8808000004355563,5.65920000008191,1.4513999994960614,12
230,9.659600000828505,2.2325999998429324,5.612400000245543,1.5024000003904803,12
231,9.85560000129044,2.0492000003287103,6.054099998436868,1.4289999999164138,10
232,10.143899999558926,2.1897999995417194,6.083199999920907,1.4640999997936888,11
233,9.777099998667836,1.9439999996393453,6.031099999745493,1.4854999990348006,11
234,12.258299998939037,2.80400000156078,7.544199999756529,1.4702000007673632,11
235,10.86820000037551,2.793599998767604,6.231299999853945,1.5296999990823679,11
236,9.575800001621246,1.9959000001108507,5.807499999718857,1.427999999577878,10
237,8.591199999675155,1.6896999986784067,5.424999999377178,1.2324999988777563,10
238,8.529200000688434,1.6986000009637792,5.3365000003395835,1.228500001161592,11
239,8.67149999924004,1.7303000004176283,5.528699999558739,1.1916000003111549,11
240,8.838899997994304,1.6977000013866927,5.3936000003886875,1.469599999836646,10
241,8.92509999871254,1.8757999987428775,5.546700000195415,1.2328000011621043,10
242,11.767799999564886,2.0007000002806308,7.990599999175174,1.504699999713921,10
243,9.720800001174212,2.0201999996061204,5.97379999999248,1.4115000012679957,12
244,9.05689999833703,1.797400000214111,5.753399998866371,1.251800000318326,12
245,11.310600001364946,2.031800000622752,7.656400000996655,1.3371999993978534,12
246,10.278000002726912,1.5856999998504762,7.233600001200102,1.2480000004870817,12
247,8.134100001305342,1.7091000008804258,4.915399998935754,1.2526999998954125,12
248,7.7787999995052814,1.5276000012818258,4.8712999996496364,1.171599998997408,12
249,8.425199998542666,1.7299000010098098,5.172600000150851,1.2647000003198627,11
250,8.014999998733401,1.5786000003572553,5.018500000005588,1.2098000006517395,11
251,10.184000000357628,2.2088000005169306,6.077400001231581,1.5753000006952789,11
252,8.317299999296665,1.7678000003797933,5.1461000002746005,1.1718999994627666,9
253,8.381699999794364,1.7145000001619337,5.160400000022491,1.2565000015456462,9
254,8.095700001344085,1.6097999996418366,5.097200000818702,1.175100000182283,9
255,8.528600001707673,1.7238000000361353,5.290900000545662,1.2540000006993068,10
256,8.530899999663234,1.8084000003000256,5.255599999145488,1.2133000000176253,9
257,11.83159999921918,1.6324999996868428,8.284800000183168,1.6787999993539415,10
258,9.594900000840425,2.0546000014292076,5.911599999308237,1.3319999998202547,10
259,8.683700000867248,1.7344999996566912,5.401999998866813,1.2664999994740356,10
260,8.432900000363588,1.7298000002483604,5.226600000241888,1.2236000002303626,10
261,7.932899998500943,1.5824000001884997,5.0098000010621035,1.1350000004313188,11
262,8.558000000193715,1.757400001224596,5.281200001263642,1.2473000006139046,11
263,8.13770000077784,1.607000000149128,5.067800000688294,1.2507999999797903,11
264,9.216099999845028,1.850399999966612,5.635400000755908,1.4387999999598833,11
265,8.002500001341105,1.5708999999333173,5.032700000811019,1.185000000987202,12
266,8.966099997982383,1.88479999997071,5.588599999100552,1.217999999425956,12
267,8.009700002148747,1.5781999991304474,5.035299998780829,1.1770999990403652,11
268,8.520599998533726,1.693100000920822,5.32050000037998,1.2507999999797903,10
269,8.042799999937415,1.56779999997525,5.099800000607502,1.1635999999271007,10
270,8.981299998238683,1.908700000058161,5.525099999431404,1.2642000001505949,10
271,8.52390000037849,1.7748999998730142,5.208500000662752,1.2748999997711508,10
272,8.986899999901652,1.8331999999645632,5.542300001252443,1.3459000001603272,10
273,9.958800001069903,2.087899998514331,5.95439999960945,1.5241000000969507,9
274,8.707499999552965,1.7692000001261476,5.4352000006474555,1.2366000009933487,9
275,8.898799998685718,1.7791000009310665,5.557200000112061,1.2870999998995103,9
276,8.671299999579787,1.799100000425824,5.2647999982582405,1.3143000014679274,10
277,9.376099998131394,1.9119000007776776,5.771899999672314,1.3782999994873535,9
278,8.343100000172853,1.7447999998694286,5.15359999917564,1.2267000001884298,9
279,8.685599999502301,1.7251999997824896,5.471399999805726,1.2259000013727928,8
280,8.380000000819564,1.5977999992173864,5.267600001388928,1.2834999997721752,9
281,9.22660000063479,1.8679999993764795,5.760300000474672,1.3223000005382346,9
282,8.841699998825788,1.7728999991959427,5.458800000269548,1.3304000003699912,9
283,8.86350000090897,2.0165000005363254,5.318400000760448,1.2398999988363357,9
284,11.196599999442697,1.8416000002616784,7.845000000088476,1.2782000012521166,9
285,8.062699997797608,1.6952999994828133,4.91640000109328,1.2016000000585336,10
286,8.921599999070168,1.6942999991442775,5.678299999999581,1.2912000001961133,11
287,8.679100001230836,1.7908000008901581,5.4103000002214685,1.2439999991329387,10
288,9.17429999820888,1.8392000001767883,5.729099999371101,1.3156000004528323,10
289,8.172200001776218,1.6336999997292878,5.140199999004835,1.1832000000140397,10
290,8.25059999898076,1.6743000014685094,5.086600000140606,1.232700000400655,10
291,8.028699999675155,1.5762000002723653,5.064900000434136,1.1801000000559725,10
292,9.595200000330806,1.887899999928777,5.852299998878152,1.5270999992935685,10
293,8.442399999126792,1.6732999993109843,5.2842999994027195,1.2579000012920005,10
294,9.295899998396635,1.9720000000233995,5.70740000148362,1.3074999988020863,12
295,8.847799999639392,1.6720000003260793,5.689600000550854,1.228600000104052,14
296,8.616200001910329,1.7557000010128831,5.333799999789335,1.2537999991764082,14
297,8.176599998027086,1.6324999996868428,5.118999999467633,1.1998000009043608,14
298,9.373599998652935,1.8512999995436985,5.818999999974039,1.4233000001695473,12
299,8.771700002253056,1.7250000000785803,5.339100000128383,1.479700000345474,12
300,8.495900001376867,1.7102000001614215,5.265599998892867,1.260099999853992,11
301,9.734199998900294,2.0939000005455455,5.746400000134599,1.5901000006124377,12
302,9.685699999332428,1.8490999991627177,6.090099999710219,1.3698999991902383,12
303,8.724600000306964,1.865199999883771,5.232199999227305,1.3600999991467688,11
304,9.583799999207258,2.112699999997858,5.707399999664631,1.4658999989478616,14
305,11.814799999818206,2.0939999994880054,7.989399999132729,1.4382999997906154,11
306,10.752699999138713,1.648600000407896,7.517100000768551,1.3170000001991866,12
307,8.278099998831749,1.7119999993155943,5.087899999125511,1.2103999997634673,13
308,8.880200000479817,1.9431999990047188,5.414100000052713,1.2788000003638444,13
309,8.616000002250075,1.8122999990737299,5.243300000074669,1.2628000004042406,12
310,8.83779999986291,1.6451999999844702,5.638099999487167,1.319599999987986,13
311,9.229499999433756,1.8744999997579725,5.710299999918789,1.3494000013452023,13
312,8.941500000655651,1.8523999988246942,5.576499999733642,1.2793999994755723,14
313,10.155699998140335,2.599900000859634,5.795300001409487,1.409300000887015,15
314,8.473799999803305,1.6766000007919502,5.3067000008013565,1.2136999994254438,15
315,8.846400000154972,2.047399999355548,5.284400000164169,1.2449999994714744,13
316,8.071600001305342,1.5704999987065094,5.048500001066714,1.2423999996826751,13
317,8.373299999162555,1.672300000791438,5.216100000325241,1.213000001371256,13
318,8.71929999999702,1.8735000012384262,5.324800000380492,1.2439999991329387,12
319,8.041200000792742,1.6032999992603436,5.035299998780829,1.1892999991687248,14
320,8.840500000864267,1.8940000009024516,5.3883000000496395,1.2215000006108312,12
321,8.021499998867512,1.6061999995145015,5.000600000130362,1.2064000002283137,13
322,9.060600001364946,2.143100000466802,5.38330000017595,1.2659999993047677,12
323,8.215600000694394,1.6269999996438855,5.070700000942452,1.2962000000698026,12
324,8.794599998742342,1.9369000001461245,5.361199999242672,1.2246000005688984,15
325,7.968199998140335,1.5607999994244892,5.021199998736847,1.1813999990408774,14
326,8.51179999858141,1.8228999997518258,5.2027999990968965,1.2113000011595432,14
327,7.8559999987483025,1.514100000349572,4.95750000118278,1.1777999989135424,11
328,8.809399999678135,1.7771999991964549,5.369399999835878,1.3813999994454207,14
329,8.501400001347065,1.7602000007173046,5.28900000063004,1.2007999994239071,14
330,8.926100000739098,1.862799999798881,5.520000000615255,1.2659999993047677,12
331,8.327699998393655,1.6952999994828133,5.095900000014808,1.2817000006180024,12
332,8.76579999923706,1.8851000004360685,5.2068000004510395,1.3620999998238403,12
333,8.85840000025928,1.7862999993667472,5.501600000570761,1.2870000009570504,11
334,8.504499999806285,1.744900000630878,5.221600000368198,1.254700000572484,12
335,9.499700002372265,1.9887999987986404,5.871399998795823,1.3538000002881745,12
336,8.969399999827147,1.7674000009719748,5.577799998718547,1.310600000579143,10
337,8.982899999246001,2.0070999999006744,5.456400000184658,1.2437000004865695,10
338,8.632199998944998,1.779900001565693,5.385399999795482,1.2360000000626314,10
339,8.736500000581145,1.856999999290565,5.333400000381516,1.2420000002748566,10
340,8.496000001206994,1.6102999998111045,5.438600001070881,1.226299998961622,8
341,11.410199999809265,1.9583000012062257,7.813800000803894,1.3502999991032993,8
342,10.51769999973476,1.6066999996837694,7.35990000066522,1.3341000012587756,8
343,8.423299999907613,1.8829000000550877,5.093400000987458,1.1835000004793983,11
344,8.109899999573827,1.5836000002309447,5.128600001626182,1.1782999990828102,10
345,9.102899998426437,2.0721000000776257,5.354999999326537,1.3724999989790376,10
346,8.527400001883507,1.6398999996454222,5.386700000599376,1.2606000000232598,10
347,8.74970000050962,1.7580999992787838,5.290199998853495,1.3939000000391388,10
348,9.22690000012517,1.944999999977881,5.672899998899084,1.3293000010889955,12
349,8.916000001132488,1.89209999916784,5.497800000739517,1.2545999998110346,10
350,9.057700000703335,1.9708999989234144,5.512099998668418,1.2950000000273576,11
351,8.761999998241663,1.6793000013421988,5.577699999776087,1.2761999987560557,10
352,8.756000000983477,1.7463999993196921,5.482099999426282,1.2602000006154412,9
353,8.329899998381734,1.6130000003613532,5.236300001342897,1.2580000002344605,9
354,8.899399999529123,1.8118999996659113,5.476499998621875,1.2253000004420755,10
355,8.572000000625849,1.8134999991161749,5.173499999727937,1.3560999996116152,10
356,8.479900000616908,1.722499999232241,5.259699999442091,1.2378999999782536,10
357,8.316199999302626,1.5998000017134473,5.304299998897477,1.1770000000979053,10
358,9.03940000012517,1.8306999991182238,5.588599999100552,1.3049999997747364,12
359,8.38319999910891,1.7286000002059154,5.21140000091691,1.2206999999762047,12
360,8.578399999067187,1.7466999997850507,5.316400000083377,1.259699998627184,12
361,8.111900001764297,1.6228000004048226,5.073000000265893,1.2062000005244045,15
362,12.965900000184774,1.6964999995252583,9.755799999766168,1.2544000001071254,15
363,8.347799999639392,1.7472999988967786,5.127000000356929,1.1852999996335711,13
364,8.357199998572469,1.6297999991365941,5.162600000403472,1.3171999999030959,12
365,9.506400000303984,1.9901999985449947,5.916300000535557,1.3134000000718515,12
366,8.331399999558926,1.7207000000780681,5.200799998419825,1.1916000003111549,12
367,8.854800000786781,1.6888999998627696,5.679599998984486,1.2098000006517395,12
368,8.523700000718236,1.7136999995273072,5.359500000849948,1.2449999994714744,12
369,8.790399998426437,1.8865000001824228,5.391900000176975,1.2354999998933636,10
370,8.34040000103414,1.5609999991283985,5.27449999935925,1.2750000005326,9
371,8.63539999909699,1.7392999998264713,5.385599999499391,1.2491000015870668,9
372,8.121799999848008,1.6336000007868279,5.055800000263844,1.2040999990858836,11
373,9.879100000485778,1.963300001079915,5.979700001262245,1.6307999994751299,11
374,8.254499999806285,1.6259999993053498,5.1656000014190795,1.2271000014152378,11
375,8.333399999886751,1.711099999738508,5.206099998758873,1.1682999993354315,10
376,8.242599999532104,1.6369000004488043,4.969800000253599,1.370899999528774,10
377,8.248800000175834,1.66700000045239,5.072500000096625,1.256400000784197,10
