frame,det_id,x1,y1,x2,y2,conf,cls
15,12,979.5,126.9375,1036.5,166.3125,0.43408203125,2
15,13,1102.5,131.0625,1165.5,169.3125,0.414794921875,2
15,14,1464.0,9.84375,1486.5,31.96875,0.38671875,1
15,15,1290.0,496.5,1317.0,516.0,0.303955078125,2
15,16,1296.0,501.0,1323.0,570.0,0.271240234375,2
15,17,1380.0,34.3125,1399.5,55.3125,0.2705078125,2
15,18,1767.0,517.5,1881.0,624.0,0.2666015625,2
16,0,1231.5,528.75,1312.5,626.25,0.74169921875,2
16,1,659.25,318.5625,701.25,381.75,0.740234375,2
16,2,1027.5,195.75,1054.5,243.0,0.72802734375,2
16,3,825.0,279.0,879.0,345.375,0.68408203125,2
16,4,1508.25,26.578125,1524.75,51.609375,0.56591796875,2
16,5,1573.5,63.375,1597.5,103.875,0.56396484375,2
16,6,1767.0,486.75,1908.0,624.75,0.5546875,2
16,7,1030.5,258.0,1288.5,315.75,0.486328125,1
16,8,1551.0,21.84375,1581.0,56.34375,0.47265625,1
16,9,1174.5,95.0625,1231.5,137.8125,0.454345703125,2
16,10,1102.5,130.875,1165.5,169.6875,0.392333984375,2
16,11,1335.0,54.5625,1356.0,82.875,0.385009765625,2
16,12,980.25,126.5625,1037.25,166.3125,0.320068359375,2
16,13,1290.0,496.5,1317.0,514.5,0.31396484375,2
17,0,1231.5,528.75,1312.5,626.25,0.74169921875,2
17,1,659.25,318.75,701.25,381.75,0.73876953125,2
17,2,1027.5,195.75,1054.5,243.0,0.72802734375,2
17,3,825.75,279.0,878.25,345.375,0.68408203125,2
17,4,1508.25,26.625,1524.75,51.5625,0.56396484375,2
17,5,1573.5,63.46875,1597.5,103.78125,0.56201171875,2
17,6,1767.0,486.75,1908.0,624.75,0.5537109375,2
17,7,1030.5,258.1875,1288.5,315.9375,0.48828125,1
17,8,1551.0,21.84375,1581.0,56.34375,0.47265625,1
17,9,1174.5,95.0625,1231.5,137.8125,0.452392578125,2
17,10,1102.5,130.875,1165.5,169.6875,0.39599609375,2
17,11,1335.0,54.46875,1356.0,82.78125,0.385009765625,2
17,12,980.25,126.75,1037.25,166.3125,0.320068359375,2
17,13,1290.0,496.5,1317.0,514.5,0.315673828125,2
18,0,654.0,320.25,696.0,386.25,0.78271484375,2
18,1,817.5,281.625,868.5,346.875,0.767578125,2
18,2,1024.5,197.625,1051.5,243.375,0.7138671875,2
18,3,1235.25,526.5,1316.25,624.0,0.69921875,2
18,4,1573.5,63.1875,1597.5,103.6875,0.57373046875,2
18,5,1764.0,487.5,1908.0,624.75,0.57373046875,2
18,6,1507.5,25.875,1524.0,50.8125,0.556640625,2
18,7,1551.0,21.84375,1581.0,56.34375,0.46875,1
18,8,1030.5,258.1875,1288.5,315.9375,0.46875,1
18,9,1332.0,54.703125,1353.0,84.75,0.451416015625,2
18,10,1171.5,97.59375,1231.5,139.96875,0.405517578125,2
18,11,1102.5,129.75,1165.5,169.5,0.394287109375,2
18,12,980.25,125.625,1034.25,167.0625,0.3486328125,2
18,13,1765.5,514.5,1885.5,624.0,0.318359375,2
18,14,1293.0,495.75,1317.0,512.25,0.291015625,2
19,0,815.25,282.75,866.25,348.75,0.76611328125,2
19,1,649.875,322.125,692.625,388.875,0.7646484375,2
19,2,1023.75,198.5625,1046.25,245.8125,0.6875,2
19,3,1237.5,531.75,1303.5,621.0,0.60400390625,2
19,4,1573.5,63.28125,1597.5,103.78125,0.57177734375,2
19,5,1764.0,488.25,1908.0,624.75,0.56787109375,2
19,6,1508.25,25.5,1524.75,50.4375,0.53515625,2
19,7,1332.0,55.125,1351.5,84.9375,0.5078125,2
19,8,1030.5,258.375,1288.5,316.125,0.486328125,1
19,9,1551.0,21.65625,1581.0,56.34375,0.46875,1
19,10,1171.5,97.6875,1231.5,140.0625,0.4072265625,2
19,11,1335.0,54.609375,1356.0,83.0625,0.36474609375,2
19,12,1102.5,130.6875,1165.5,169.3125,0.361083984375,2
19,13,980.25,124.6875,1034.25,167.25,0.33984375,2
19,14,1765.5,514.5,1885.5,624.0,0.329345703125,2
19,15,1297.5,495.0,1318.5,511.5,0.259765625,2
20,0,815.25,282.75,866.25,348.75,0.76611328125,2
20,1,649.875,322.125,692.625,388.875,0.76611328125,2
20,2,1023.75,198.375,1046.25,245.625,0.68408203125,2
20,3,1237.5,531.75,1305.0,621.0,0.60400390625,2
20,4,1573.5,63.28125,1597.5,103.78125,0.56982421875,2
20,5,1764.0,488.25,1908.0,624.75,0.56689453125,2
20,6,1237.5,532.125,1285.5,619.125,0.541015625,2
20,7,1508.25,25.546875,1524.75,50.390625,0.533203125,2
20,8,1332.0,55.125,1351.5,84.9375,0.505859375,2
20,9,1030.5,258.375,1288.5,316.125,0.4814453125,1
20,10,1551.0,21.65625,1581.0,56.34375,0.47265625,1
20,11,1171.5,97.5,1231.5,139.875,0.405517578125,2
20,12,1102.5,130.5,1165.5,169.125,0.375732421875,2
20,13,1335.0,54.65625,1356.0,82.96875,0.36669921875,2
20,14,980.25,124.6875,1034.25,167.25,0.34521484375,2
20,15,1765.5,514.5,1885.5,624.0,0.3310546875,2
20,16,1296.0,495.0,1318.5,511.5,0.2568359375,2
21,0,646.125,325.125,688.875,391.125,0.77978515625,2
21,1,811.5,284.625,861.0,350.625,0.73583984375,2
21,2,1242.75,523.125,1320.75,620.625,0.6689453125,2
21,3,1021.5,197.625,1045.5,245.625,0.6689453125,2
21,4,1573.5,63.5625,1597.5,103.6875,0.56787109375,2
21,5,1239.0,528.0,1294.5,618.0,0.556640625,2
21,6,1332.0,54.890625,1350.0,84.5625,0.552734375,2
21,7,1765.5,488.25,1906.5,624.75,0.544921875,2
21,8,1508.25,25.5,1524.75,50.0625,0.509765625,2
21,9,1551.0,22.21875,1581.0,56.34375,0.478515625,1
21,10,1030.5,258.0,1288.5,315.75,0.43505859375,1
21,11,1177.5,94.40625,1231.5,137.34375,0.405517578125,2
21,12,1169.25,97.5,1226.25,141.375,0.39697265625,2
21,13,1102.5,129.1875,1164.0,169.125,0.390380859375,2
21,14,1765.5,515.25,1885.5,624.0,0.352294921875,2
21,15,1335.0,54.46875,1356.0,82.78125,0.338134765625,2
21,16,1579.5,738.0,1645.5,864.0,0.277587890625,2
21,17,979.5,124.875,1033.5,166.5,0.2744140625,2
21,18,1379.25,32.34375,1397.25,53.71875,0.26806640625,2
22,0,642.0,325.125,686.25,391.875,0.77734375,2
22,1,805.5,283.875,855.0,352.875,0.7646484375,2
22,2,1242.0,527.25,1321.5,618.75,0.7431640625,2
22,3,1020.0,199.125,1044.0,246.375,0.6875,2
22,4,1332.0,54.375,1350.0,84.375,0.5830078125,2
22,5,1573.5,63.46875,1597.5,103.78125,0.57568359375,2
22,6,1765.5,489.0,1906.5,625.5,0.533203125,2
22,7,1581.0,738.75,1647.0,855.75,0.48046875,2
22,8,1551.0,22.03125,1581.0,56.34375,0.462890625,1
22,9,1177.5,94.3125,1231.5,137.25,0.446533203125,2
22,10,1509.0,25.078125,1524.0,49.734375,0.445556640625,2
22,11,1508.25,21.65625,1521.75,47.71875,0.417724609375,2
22,12,1101.0,128.625,1164.0,168.375,0.405517578125,2
22,13,1030.5,258.0,1288.5,315.75,0.39794921875,1
22,14,1169.25,97.125,1226.25,141.1875,0.393310546875,2
22,15,1765.5,516.0,1885.5,624.0,0.33642578125,2
22,16,1333.5,53.953125,1356.0,82.5,0.318359375,2
22,17,1378.5,31.6875,1396.5,53.8125,0.306640625,2
23,0,642.0,324.9375,686.25,392.25,0.77587890625,2
23,1,805.5,283.875,855.0,353.25,0.7646484375,2
23,2,1242.0,527.25,1321.5,618.75,0.7431640625,2
23,3,1020.0,199.125,1044.0,246.375,0.6875,2
23,4,1332.0,54.28125,1350.0,84.46875,0.5908203125,2
23,5,1573.5,63.375,1597.5,103.875,0.57763671875,2
23,6,1765.5,489.0,1906.5,625.5,0.5283203125,2
23,7,1581.0,738.75,1647.0,855.75,0.47265625,2
23,8,1551.0,21.9375,1581.0,56.34375,0.45703125,1
23,9,1509.0,25.03125,1524.0,49.78125,0.449462890625,2
23,10,1177.5,94.3125,1231.5,137.4375,0.448486328125,2
23,11,1508.25,21.609375,1521.75,47.765625,0.418701171875,2
23,12,1101.0,128.25,1164.0,168.375,0.4072265625,2
23,13,1032.0,258.0,1288.5,315.75,0.400634765625,1
23,14,1169.25,96.9375,1226.25,141.1875,0.392333984375,2
23,15,1765.5,516.0,1885.5,624.0,0.33642578125,2
23,16,1333.5,54.046875,1356.0,82.875,0.3115234375,2
23,17,1378.5,31.6875,1396.5,53.8125,0.29736328125,2
24,0,801.0,285.75,846.0,354.75,0.7744140625,2
24,1,1246.5,516.0,1327.5,616.5,0.7373046875,2
24,2,1015.5,197.625,1041.0,247.125,0.71240234375,2
24,3,636.0,327.1875,676.5,396.0,0.689453125,2
24,4,1331.25,54.9375,1350.75,85.3125,0.642578125,2
24,5,1581.0,738.75,1659.0,846.75,0.640625,2
24,6,1573.5,63.0,1597.5,103.875,0.57958984375,2
24,7,1764.0,489.75,1902.0,624.75,0.5390625,2
24,8,1508.25,24.65625,1524.75,49.96875,0.47265625,2
24,9,1177.5,93.9375,1231.5,137.4375,0.462890625,2
24,10,1507.5,20.8125,1522.5,48.46875,0.444580078125,2
24,11,1380.0,30.84375,1395.0,54.28125,0.420654296875,2
24,12,1551.0,21.75,1581.0,56.4375,0.414794921875,1
24,13,1101.75,128.0625,1163.25,168.5625,0.405517578125,2
24,14,979.5,125.4375,1033.5,166.125,0.394287109375,2
24,15,1764.0,517.5,1884.0,624.0,0.394287109375,2
24,16,1446.0,11.0859375,1465.5,34.6875,0.390380859375,1
24,17,1030.5,257.8125,1288.5,315.9375,0.3251953125,1
25,0,798.0,288.0,843.0,357.0,0.77880859375,2
25,1,1248.0,495.75,1332.0,616.5,0.7705078125,2
25,2,634.5,328.3125,675.0,397.5,0.716796875,2
25,3,1014.0,200.25,1042.5,248.25,0.68603515625,2
25,4,1331.25,55.6875,1350.75,86.25,0.64794921875,2
25,5,1573.5,62.90625,1597.5,103.78125,0.5830078125,2
25,6,1764.0,489.75,1902.0,624.75,0.529296875,2
25,7,1179.0,93.9375,1231.5,137.4375,0.484375,2
25,8,1509.0,24.375,1524.0,50.0625,0.478515625,2
25,9,1378.5,31.265625,1393.5,55.078125,0.46875,2
25,10,1581.0,739.5,1680.0,841.5,0.462890625,2
25,11,981.0,126.375,1033.5,165.75,0.414794921875,2
25,12,1102.5,128.625,1162.5,168.75,0.4091796875,2
25,13,1551.0,21.5625,1581.0,56.4375,0.403564453125,1
25,14,1765.5,517.125,1882.5,624.375,0.39990234375,2
25,15,1169.25,96.84375,1226.25,141.28125,0.388671875,2
25,16,1579.5,735.75,1651.5,843.75,0.373779296875,2
25,17,1030.5,257.8125,1288.5,315.9375,0.345947265625,1
25,18,1445.25,11.0390625,1464.75,34.875,0.3115234375,1
25,19,1689.0,486.0,1767.0,578.25,0.253173828125,2
26,0,798.0,288.375,843.0,356.625,0.77880859375,2
26,1,1248.0,495.75,1332.0,616.5,0.76904296875,2
26,2,634.125,328.3125,675.375,397.5,0.71533203125,2
26,3,1014.0,200.25,1042.5,248.25,0.68603515625,2
26,4,1331.25,55.265625,1350.75,85.6875,0.64794921875,2
26,5,1573.5,62.90625,1597.5,103.78125,0.58154296875,2
26,6,1767.0,491.25,1899.0,624.75,0.5390625,2
26,7,1177.5,94.03125,1231.5,137.53125,0.48828125,2
26,8,1509.0,24.421875,1524.0,50.015625,0.474609375,2
26,9,1378.5,31.21875,1393.5,55.03125,0.46875,2
26,10,1581.0,738.0,1683.0,841.5,0.4609375,2
26,11,981.0,126.375,1033.5,165.75,0.4072265625,2
26,12,1551.0,21.609375,1581.0,56.484375,0.403564453125,1
26,13,1765.5,517.125,1882.5,624.375,0.403564453125,2
26,14,1169.25,96.75,1226.25,141.375,0.39501953125,2
26,15,1581.0,735.75,1653.0,843.75,0.37744140625,2
26,16,1102.5,128.4375,1162.5,168.5625,0.36669921875,2
26,17,1030.5,258.0,1288.5,315.75,0.34423828125,1
26,18,1445.25,11.0390625,1464.75,34.875,0.313232421875,1
26,19,1689.0,486.0,1767.0,578.25,0.25390625,2
27,0,793.5,289.125,841.5,359.625,0.80419921875,2
27,1,1251.0,518.625,1329.0,613.875,0.76611328125,2
27,2,1014.75,204.9375,1040.25,248.4375,0.708984375,2
27,3,631.5,329.25,672.0,399.75,0.67724609375,2
27,4,1332.0,55.546875,1350.0,86.25,0.65673828125,2
27,5,1573.5,62.90625,1597.5,103.78125,0.58154296875,2
27,6,1765.5,490.5,1900.5,625.5,0.5498046875,2
27,7,1179.0,93.84375,1231.5,137.53125,0.4921875,2
27,8,1508.25,24.5625,1524.75,50.0625,0.490234375,2
27,9,1378.5,31.921875,1393.5,55.453125,0.470703125,2
27,10,1509.0,21.09375,1522.5,48.75,0.447509765625,2
27,11,1551.0,21.703125,1581.0,56.484375,0.4130859375,1
27,12,1103.25,129.0,1163.25,168.375,0.4072265625,2
27,13,1764.0,516.375,1884.0,624.375,0.39990234375,2
27,14,979.5,125.625,1033.5,165.375,0.37744140625,2
27,15,1169.25,96.375,1226.25,141.1875,0.37744140625,2
27,16,1579.5,735.0,1696.5,831.0,0.355712890625,2
27,17,1446.0,11.7890625,1464.0,34.5,0.33642578125,2
27,18,1030.5,257.625,1288.5,316.125,0.32763671875,1
27,19,1689.0,485.25,1767.0,578.25,0.271240234375,2
28,0,1011.0,202.5,1036.5,249.0,0.80908203125,2
28,1,792.0,295.5,837.0,362.25,0.80419921875,2
28,2,1252.5,500.25,1336.5,612.75,0.77978515625,2
28,3,628.5,332.8125,670.5,402.0,0.6943359375,2
28,4,1332.0,55.6875,1350.0,86.25,0.67919921875,2
28,5,1573.5,63.09375,1597.5,103.78125,0.57763671875,2
28,6,1765.5,490.5,1897.5,625.5,0.56591796875,2
28,7,1179.0,93.5625,1231.5,137.8125,0.509765625,2
28,8,1508.25,24.46875,1524.75,50.0625,0.474609375,2
28,9,1509.0,21.09375,1522.5,48.65625,0.4638671875,2
28,10,1378.5,32.15625,1393.5,55.6875,0.462890625,2
28,11,1551.0,21.46875,1581.0,56.53125,0.42822265625,1
28,12,1103.25,128.8125,1163.25,168.9375,0.42431640625,2
28,13,1170.0,96.0,1227.0,141.0,0.382080078125,2
28,14,980.25,124.3125,1032.75,165.5625,0.37744140625,2
28,15,1767.0,518.25,1881.0,624.75,0.36669921875,2
28,16,1030.5,257.625,1288.5,316.5,0.309814453125,1
28,17,1443.0,11.765625,1462.5,35.203125,0.2783203125,1
28,18,1689.0,485.25,1767.0,578.25,0.272705078125,2
29,0,1011.0,202.5,1036.5,249.0,0.80908203125,2
29,1,792.0,295.5,837.0,362.25,0.80419921875,2
29,2,1252.5,500.25,1336.5,612.75,0.7841796875,2
29,3,628.5,332.8125,670.5,402.0,0.69287109375,2
29,4,1332.0,55.734375,1350.0,86.4375,0.67919921875,2
29,5,1573.5,63.09375,1597.5,103.78125,0.57763671875,2
29,6,1765.5,490.5,1897.5,625.5,0.57080078125,2
29,7,1179.0,93.5625,1231.5,137.625,0.5087890625,2
29,8,1508.25,24.46875,1524.75,50.0625,0.474609375,2
29,9,1378.5,32.0625,1393.5,55.6875,0.46484375,2
29,10,1509.0,21.0,1522.5,48.75,0.4638671875,2
29,11,1551.0,21.46875,1581.0,56.53125,0.42626953125,1
29,12,1103.25,128.625,1163.25,168.9375,0.42626953125,2
29,13,1170.0,96.0,1227.0,141.0,0.37939453125,2
29,14,981.0,124.3125,1032.0,165.5625,0.37744140625,2
29,15,1767.0,517.875,1881.0,624.375,0.36669921875,2
29,16,1030.5,257.625,1288.5,316.5,0.310791015625,1
29,17,1443.0,11.765625,1462.5,35.203125,0.2783203125,1
29,18,1689.0,485.25,1767.0,578.25,0.276611328125,2
30,0,1006.5,205.125,1036.5,252.375,0.82421875,2
30,1,1258.5,501.75,1339.5,608.25,0.8154296875,2
30,2,783.75,294.75,830.25,364.5,0.79931640625,2
30,3,624.0,335.625,663.75,405.375,0.708984375,2
30,4,1331.25,56.53125,1349.25,86.90625,0.6875,2
30,5,1765.5,489.75,1903.5,625.5,0.6318359375,2
30,6,1573.5,63.28125,1597.5,103.78125,0.57568359375,2
30,7,1378.5,33.84375,1390.5,57.09375,0.513671875,2
30,8,981.0,125.0625,1033.5,165.5625,0.513671875,2
30,9,1177.5,93.5625,1231.5,137.4375,0.505859375,2
30,10,1507.5,21.5625,1522.5,48.75,0.48046875,2
30,11,1765.5,516.0,1885.5,624.0,0.453369140625,2
30,12,1104.0,129.0,1164.0,168.375,0.447509765625,2
30,13,1551.0,21.65625,1581.0,56.53125,0.43017578125,1
30,14,1689.0,484.5,1767.0,579.0,0.405517578125,2
30,15,1030.5,258.0,1288.5,316.5,0.35498046875,1
30,16,1440.0,11.765625,1461.0,35.484375,0.352294921875,1
31,0,1260.0,501.75,1341.0,606.75,0.8447265625,2
31,1,1003.5,205.5,1035.0,254.25,0.81396484375,2
31,2,781.5,294.375,826.5,366.375,0.80908203125,2
31,3,621.75,337.5,663.0,407.25,0.7138671875,2
31,4,1331.25,56.8125,1349.25,87.0,0.68408203125,2
31,5,1767.0,489.0,1905.0,625.5,0.64892578125,2
31,6,1573.5,63.375,1597.5,103.6875,0.57373046875,2
31,7,1378.5,34.5,1390.5,57.75,0.537109375,2
31,8,1177.5,93.5625,1231.5,137.8125,0.521484375,2
31,9,1508.25,21.375,1521.75,47.90625,0.5009765625,2
31,10,1104.0,128.625,1162.5,168.375,0.48828125,2
31,11,1551.0,22.125,1581.0,56.4375,0.42822265625,1
31,12,1507.5,24.5625,1525.5,49.5,0.42431640625,2
31,13,1767.0,516.0,1887.0,624.0,0.418701171875,2
31,14,981.0,123.5625,1032.0,164.625,0.4111328125,2
31,15,1689.0,486.0,1767.0,578.25,0.4072265625,2
31,16,1030.5,257.625,1288.5,316.125,0.3583984375,1
31,17,1438.5,12.09375,1456.5,34.21875,0.273681640625,1
31,18,1397.25,14.71875,1413.75,36.65625,0.259765625,2
31,19,1578.0,729.0,1698.0,829.5,0.254638671875,2
32,0,1260.0,501.75,1341.0,606.75,0.84375,2
32,1,1003.5,205.5,1035.0,254.25,0.81396484375,2
32,2,781.5,294.375,826.5,366.375,0.80908203125,2
32,3,621.75,337.5,663.0,407.25,0.7138671875,2
32,4,1331.25,56.859375,1349.25,87.1875,0.67919921875,2
32,5,1767.0,489.0,1905.0,625.5,0.6494140625,2
32,6,1573.5,63.1875,1597.5,103.6875,0.57568359375,2
32,7,1378.5,34.59375,1390.5,57.84375,0.537109375,2
32,8,1177.5,93.65625,1231.5,137.71875,0.517578125,2
32,9,1508.25,21.375,1521.75,48.0,0.5,2
32,10,1104.0,128.4375,1162.5,168.5625,0.482421875,2
32,11,1507.5,24.5625,1525.5,49.59375,0.42822265625,2
32,12,1551.0,22.125,1581.0,56.4375,0.420654296875,1
32,13,1767.0,516.0,1887.0,624.0,0.420654296875,2
32,14,981.0,123.75,1032.0,164.625,0.4091796875,2
32,15,1689.0,486.0,1767.0,578.25,0.405517578125,2
32,16,1030.5,257.625,1288.5,316.125,0.352294921875,1
32,17,1438.5,12.09375,1456.5,34.21875,0.27197265625,1
32,18,1397.25,14.625,1413.75,36.46875,0.26123046875,2
33,0,1263.0,500.25,1347.0,605.25,0.830078125,2
33,1,1000.5,205.5,1033.5,255.75,0.8173828125,2
33,2,780.0,294.375,822.0,368.625,0.810546875,2
33,3,618.375,337.125,661.875,409.875,0.7294921875,2
33,4,1331.25,57.09375,1349.25,87.28125,0.70068359375,2
33,5,1767.0,488.625,1908.0,625.125,0.66015625,2
33,6,1573.5,63.46875,1597.5,103.78125,0.57568359375,2
33,7,1377.75,34.875,1391.25,58.125,0.56201171875,2
33,8,1104.0,128.625,1162.5,168.1875,0.513671875,2
33,9,1177.5,93.65625,1231.5,137.53125,0.5,2
33,10,1508.25,21.375,1521.75,47.8125,0.4990234375,2
33,11,1507.5,24.5625,1525.5,49.59375,0.443603515625,2
33,12,981.0,124.125,1032.0,163.6875,0.437744140625,2
33,13,1551.0,21.9375,1581.0,56.4375,0.42626953125,1
33,14,1689.0,486.0,1767.0,579.0,0.418701171875,2
33,15,1767.0,515.25,1887.0,624.0,0.368408203125,2
33,16,1030.5,257.25,1288.5,316.5,0.3486328125,1
33,17,1437.0,12.375,1455.0,34.125,0.29833984375,2
33,18,1397.25,15.09375,1413.75,36.84375,0.272705078125,2
34,0,1000.5,207.375,1032.0,255.75,0.79833984375,2
34,1,778.5,295.875,820.5,370.125,0.79296875,2
34,2,1267.5,501.75,1348.5,603.75,0.77880859375,2
34,3,615.0,338.25,658.5,411.0,0.74169921875,2
34,4,1330.5,57.5625,1348.5,87.375,0.6875,2
34,5,1764.0,489.0,1908.0,625.5,0.6396484375,2
34,6,1377.0,35.015625,1390.5,58.078125,0.57373046875,2
34,7,1573.5,63.65625,1597.5,103.78125,0.57373046875,2
34,8,1438.5,14.0625,1453.5,33.9375,0.56982421875,2
34,9,1507.5,21.65625,1521.0,47.90625,0.5107421875,2
34,10,1104.0,128.8125,1162.5,168.0,0.466796875,2
34,11,1176.0,93.5625,1230.0,138.1875,0.46484375,2
34,12,1507.5,24.703125,1524.0,49.453125,0.439697265625,2
34,13,1551.0,22.21875,1581.0,56.4375,0.42431640625,1
34,14,1689.0,486.0,1767.0,579.0,0.3701171875,2
34,15,1767.0,515.25,1887.0,624.0,0.363037109375,2
34,16,982.5,124.3125,1030.5,162.75,0.359375,2
34,17,1030.5,257.25,1288.5,316.5,0.315673828125,1
34,18,1398.0,15.84375,1414.5,37.5,0.26904296875,2
35,0,1000.5,207.375,1032.0,255.75,0.79833984375,2
35,1,778.5,296.25,820.5,370.5,0.79052734375,2
35,2,1267.5,501.75,1348.5,603.75,0.77880859375,2
35,3,615.0,338.25,658.5,411.0,0.74169921875,2
35,4,1330.5,57.703125,1348.5,87.375,0.6875,2
35,5,1767.0,489.0,1908.0,625.5,0.640625,2
35,6,1377.0,35.0625,1390.5,58.125,0.57373046875,2
35,7,1573.5,63.65625,1597.5,103.78125,0.57373046875,2
