frame,yolo_total_ms,yolo_preprocess_ms,yolo_inference_ms,yolo_postprocess_ms,tracker_ms,total_detect_track_ms,detections,tracks,tracker_name
53,9.014999998733401,1.7381999987264862,5.564999999478459,1.4291000006778631,45.51789999939501,54.532899998128414,17,24,deepsort_realtime
54,9.406399998813868,1.958599999852595,5.730799999582814,1.4289999999164138,34.3390999995172,43.74549999833107,16,23,deepsort_realtime
55,8.673800000920892,1.8128000010619871,5.30820000130916,1.2590000005729962,41.022499999031425,49.696299999952316,17,23,deepsort_realtime
56,9.12019999884069,1.924700000017765,5.604300000413787,1.3061000008747214,41.281000001356006,50.401200000196695,17,23,deepsort_realtime
57,9.051099998876452,1.7969999989873031,5.647300000418909,1.3162000013835495,35.06100000068545,44.112099999561906,16,24,deepsort_realtime
58,8.973500000312924,1.7295999987254618,5.587600000581006,1.3560000006691553,37.45149999856949,46.42499999888241,16,24,deepsort_realtime
59,8.671600000932813,1.687800000581774,5.436399998870911,1.2760999998135958,35.117700001224875,43.78930000215769,16,24,deepsort_realtime
60,9.180600000545382,1.7704999991110526,5.755700000008801,1.3569000002462417,36.022799998521805,45.20339999906719,16,25,deepsort_realtime
61,8.550900001078844,1.7145000001619337,5.253000001175678,1.2813000012101838,36.408299999311566,44.95920000039041,16,25,deepsort_realtime
62,8.565999999642372,1.5973000008671079,5.3133000001253095,1.3959000007162103,33.01310000009835,41.57909999974072,16,24,deepsort_realtime
63,9.214300001040101,1.784300000508665,5.755700000008801,1.3448999998217914,34.82920000143349,44.04350000247359,15,24,deepsort_realtime
64,9.011800000444055,1.6574000001128297,5.760500000178581,1.3266999994812068,36.19590000063181,45.207700001075864,16,24,deepsort_realtime
65,9.823699999600649,2.016899999944144,6.177199999001459,1.3282999989314703,34.652599999681115,44.476299999281764,16,24,deepsort_realtime
66,9.141799999400973,1.8751000006886898,5.652199999531149,1.3498000007530209,45.76680000126362,54.90860000066459,17,24,deepsort_realtime
67,10.08390000090003,2.036699999734992,6.2861999995220685,1.4693000011902768,45.84189999848604,55.92579999938607,17,23,deepsort_realtime
68,9.763599999248981,1.8270000000484288,6.036799999492359,1.6247000003204448,36.54069999977946,46.304299999028444,16,23,deepsort_realtime
69,9.638699999079108,1.903499998661573,5.853699998624506,1.5669000003981637,37.01260000281036,46.65130000188947,16,23,deepsort_realtime
70,9.644199999049306,1.8960999987029936,5.991500000163796,1.4110000010987278,33.94979999959469,43.593999998643994,14,23,deepsort_realtime
71,9.290699999779463,1.796200000171666,5.8779999999387655,1.3625999999931082,38.05409999936819,47.344799999147654,14,23,deepsort_realtime
72,8.528099998831749,1.7153999997390201,5.286999999952968,1.264900000023772,54.041900001466274,62.57000000029802,13,23,deepsort_realtime
73,9.703199999406934,1.8328000005567446,6.160999999337946,1.4371999986906303,50.976700000464916,60.67989999987185,12,23,deepsort_realtime
74,9.46110000088811,1.8417000010231277,5.814600001031067,1.4762000009795884,27.389200000092387,36.850300000980496,12,23,deepsort_realtime
75,8.889200000092387,1.8970000000990694,5.30119999893941,1.41530000109924,31.475300000980496,40.364500001072884,13,23,deepsort_realtime
76,9.476499998942018,1.9369999990885844,5.960500000583124,1.2894999999844003,37.38630000129342,46.86280000023544,16,23,deepsort_realtime
77,9.179700000211596,1.738400000249385,5.7833999999274965,1.386899999488378,38.02180000022054,47.201500000432134,16,23,deepsort_realtime
78,9.451799999922514,1.8894000004365807,5.8107000004383735,1.4539999992848607,38.8179999999702,48.26979999989271,15,23,deepsort_realtime
79,9.08390000090003,1.7633999996178318,5.804899999930058,1.2561000003188383,36.97880000062287,46.0627000015229,15,23,deepsort_realtime
80,9.764699999243021,1.8677000007301103,6.039299998519709,1.5313000003516208,39.68299999833107,49.44769999757409,15,24,deepsort_realtime
81,9.77650000154972,1.756200001182151,6.284299999606446,1.430399999662768,32.64199999906123,42.41850000061095,13,24,deepsort_realtime
82,9.390800001099706,1.7936000003828667,5.965799999103183,1.354600000922801,33.29469999857247,42.685499999672174,13,24,deepsort_realtime
83,9.38120000064373,1.8285000005562324,5.881600000066101,1.3734000003751134,30.150100000202656,39.531300000846386,13,22,deepsort_realtime
84,9.062400000169873,1.811299998735194,5.657300000166288,1.3014000014663907,38.567800000309944,47.63020000047982,16,22,deepsort_realtime
85,8.485500000417233,1.6649999997753184,5.288400001518312,1.2475999992602738,36.434100000187755,44.91960000060499,15,22,deepsort_realtime
86,9.48820000141859,1.799100000425824,5.9689000008802395,1.4157999994495185,37.42830000072718,46.91650000214577,15,22,deepsort_realtime
87,9.379499999806285,1.9582000004447764,5.780499999673339,1.3294000000314554,34.8899999987334,44.269499998539686,13,22,deepsort_realtime
88,9.546099999919534,2.1773999997094506,5.679500000042026,1.3574999993579695,29.479000000283122,39.025100000202656,13,22,deepsort_realtime
89,9.180699998512864,1.7859999989013886,5.691899999874295,1.4162999996187864,33.13810000196099,42.31880000047386,14,22,deepsort_realtime
90,10.09429999999702,1.9012000011571217,6.428499998946791,1.393800001096679,33.02349999919534,43.11779999919236,12,22,deepsort_realtime
91,9.79530000127852,1.9905999997718027,6.0635999998339685,1.4092000001255656,35.045599998906255,44.840900000184774,13,22,deepsort_realtime
92,9.602500000968575,1.9018000002688495,5.7875000002240995,1.6352000002370914,30.52149999886751,40.12399999983609,13,22,deepsort_realtime
93,13.572799997404218,2.690999999686028,8.601999999882537,1.8477000012353528,39.326599998399615,52.89939999580383,14,22,deepsort_realtime
94,10.241700001060963,1.8299000003025867,6.4558999984001275,1.5942000009090407,33.383500000461936,43.6252000015229,13,22,deepsort_realtime
95,10.117600001394749,1.9431999990047188,6.328199999188655,1.5402999997604638,34.55570000037551,44.67330000177026,13,22,deepsort_realtime
96,9.167599998414516,1.8495000003895257,5.703400000129477,1.3306999990163604,34.800400000065565,43.96799999848008,14,22,deepsort_realtime
97,9.47889999859035,1.939099998708116,5.841199999849778,1.4006000001245411,31.451200000941753,40.9300999995321,13,22,deepsort_realtime
98,9.390699999406934,1.865999998699408,5.883800000447081,1.3261999993119389,31.09150000102818,40.482200000435114,13,22,deepsort_realtime
99,9.623400000855327,1.9588000013754936,5.97860000016226,1.38159999914933,38.8464999999851,48.469900000840425,15,21,deepsort_realtime
100,9.420400001108646,1.8550999993749429,5.914100000154576,1.3732000006712042,38.4206000007689,47.841000001877546,14,19,deepsort_realtime
101,9.642599999904633,1.937799999723211,5.876700000953861,1.5149000009841984,33.88949999958277,43.5320999994874,14,19,deepsort_realtime
102,9.512599999085069,2.0003000008728122,5.803300000479794,1.424200001565623,38.10649999976158,47.61909999884665,14,19,deepsort_realtime
103,12.733099998906255,2.2546000000147615,8.049899999605259,1.9559000011213357,43.12910000048578,55.86219999939203,16,19,deepsort_realtime
104,8.610799999907613,1.6042000006564194,5.4507000004377915,1.2993000000278698,45.37600000016391,53.986800000071526,16,19,deepsort_realtime
105,8.464999999850988,1.722900000459049,5.144599999766797,1.3364000005822163,40.183299999684095,48.648299999535084,15,19,deepsort_realtime
106,8.489400001242757,1.5840000014577527,5.353700000341632,1.2569999998959247,43.16879999823868,51.65819999948144,14,19,deepsort_realtime
107,9.488099997863173,1.7692000001261476,6.15520000064862,1.271900000574533,41.00580000132322,50.4938999991864,15,19,deepsort_realtime
108,9.278599999845028,1.6030999995564343,6.170699998619966,1.2490999997680774,38.432499999180436,47.711099999025464,13,19,deepsort_realtime
109,8.263499999418855,1.679699998931028,4.991600000721519,1.3255000012577511,38.60840000025928,46.871899999678135,14,19,deepsort_realtime
110,8.690799999982119,1.6562000000703847,5.3857999992033,1.4030000002094312,37.14409999921918,45.8348999992013,13,19,deepsort_realtime
111,9.200799999758601,1.8287999992026016,5.714500000976841,1.3841999989381293,44.71920000016689,53.919999999925494,15,18,deepsort_realtime
112,9.78520000167191,1.8787999997584848,6.1671999992540805,1.4678000006824732,45.84489999897778,55.63010000064969,15,18,deepsort_realtime
113,9.833000000566244,1.8118999996659113,6.041799999366049,1.6660000001138542,43.64640000090003,53.479400001466274,15,18,deepsort_realtime
114,9.015400001779199,1.7669999997451669,5.4437999988294905,1.5371000008599367,41.2234000004828,50.238800002261996,13,18,deepsort_realtime
115,9.536699999123812,2.0631999996112427,5.860399998709909,1.3109999999869615,37.884600000455976,47.42129999957979,12,18,deepsort_realtime
116,9.77960000000894,1.8994999991264194,6.064499999411055,1.5270000003511086,39.560600001364946,49.34020000137389,12,18,deepsort_realtime
117,9.466299999505281,1.9988999993074685,5.7577000006858725,1.4253999997890787,43.94299999810755,53.409299997612834,13,18,deepsort_realtime
118,8.487099999561906,1.7815999999584164,5.08339999942109,1.3629000004584668,44.19370000064373,52.680800000205636,14,18,deepsort_realtime
119,8.23560000024736,1.5741000006528338,5.133399999976973,1.2864000000263331,49.6589999999851,57.89460000023246,15,18,deepsort_realtime
120,8.299899999052286,1.6121000007842667,5.232400000750204,1.2010000009468058,44.485700000077486,52.78559999912977,14,17,deepsort_realtime
121,8.51490000076592,1.6543999990972225,5.3234999995765975,1.2145000000600703,46.38129999861121,54.89619999937713,14,17,deepsort_realtime
122,8.99860000051558,1.808899998650304,5.4168999995454215,1.469699998779106,45.85830000042915,54.856900000944734,14,17,deepsort_realtime
123,9.59940000064671,1.8928999998024665,5.762500000855653,1.6787999993539415,55.18669999949634,64.78610000014305,15,17,deepsort_realtime
124,9.37559999898076,1.7609000005904818,5.853099999512779,1.4897000000928529,46.98020000196993,56.355800000950694,14,17,deepsort_realtime
125,9.794400000944734,1.866399999926216,5.87699999960023,1.7243000002054032,49.73450000025332,59.52890000119805,15,18,deepsort_realtime
126,9.294999999925494,1.928800000314368,5.682200000592275,1.3756999996985542,60.47859999909997,69.77359999902546,17,18,deepsort_realtime
127,9.579499999061227,1.8570000011095544,5.753000001277542,1.6863000000739703,59.68029999919236,69.25979999825358,18,18,deepsort_realtime
128,9.060999998822808,1.802700000553159,5.675700000210782,1.2950000000273576,65.81519999913871,74.87619999796152,18,20,deepsort_realtime
129,9.469699999317527,1.876599999377504,6.0545000014826655,1.260099999853992,51.752899998798966,61.22259999811649,14,20,deepsort_realtime
130,9.27250000089407,1.74440000046161,5.922700000155601,1.283999999941443,52.89460000023246,62.16710000112653,13,19,deepsort_realtime
131,9.965199999511242,2.3811999999452382,5.811899998661829,1.4207999993232079,43.32200000062585,53.28720000013709,13,19,deepsort_realtime
132,9.23170000128448,1.7803999999159714,5.9078999984194525,1.2659999993047677,49.57450000010431,58.80620000138879,13,19,deepsort_realtime
133,9.399700000882149,1.9472999993013218,5.7732999994186684,1.3898000015615253,57.1949000004679,66.59460000135005,13,19,deepsort_realtime
134,10.784900000318885,2.9882999988330994,5.857799998921109,1.4955999995436287,51.11449999921024,61.89939999952912,13,19,deepsort_realtime
135,8.56559999845922,1.8006000009336276,5.150599999979022,1.2740000001940643,46.55959999933839,55.12519999779761,13,19,deepsort_realtime
136,8.859600000083447,1.7014999993989477,5.597499999566935,1.2917000003653811,48.2894999999553,57.14910000003874,12,19,deepsort_realtime
137,8.38349999859929,1.70080000134476,5.213799999182811,1.204199999847333,50.84640000015497,59.22989999875426,12,19,deepsort_realtime
138,8.996500002220273,1.8837000006897142,5.549199999222765,1.3051999994786456,41.37289999984205,50.36940000206232,12,19,deepsort_realtime
139,8.919899998232722,1.7571999997016974,5.64219999978377,1.2509000007412396,53.0417999997735,61.961699998006225,13,19,deepsort_realtime
140,9.236400002613664,1.707799998257542,5.879500000446569,1.3963000001240289,67.22599999979138,76.46240000240505,11,19,deepsort_realtime
141,8.737300001084805,1.7339999994874233,5.365300001358264,1.372699998682947,41.24670000188053,49.98400000296533,12,19,deepsort_realtime
142,8.963400000706315,1.7517000014777295,5.694400000720634,1.2502000008680625,51.39000000059605,60.35340000130236,13,19,deepsort_realtime
143,9.081700000911951,1.7711999989842298,5.7708000003913185,1.2719999995169928,44.96169999986887,54.04340000078082,13,19,deepsort_realtime
144,9.748799998313189,1.9069999998464482,6.12850000106846,1.407600000675302,46.08060000091791,55.8293999992311,13,19,deepsort_realtime
145,9.599100003018975,2.0256000007066177,5.958699999609962,1.3215000017225975,51.254499999806285,60.85360000282526,12,19,deepsort_realtime
146,9.353199999779463,1.869300000180374,5.83340000048338,1.38390000029176,43.212499998509884,52.56569999828935,12,19,deepsort_realtime
147,8.756900001317263,1.7222000005858717,5.383700001402758,1.385600000503473,46.04979999922216,54.80670000053942,13,19,deepsort_realtime
148,9.348400002345443,1.7850000003818423,5.7251999987784075,1.564700000017183,45.49310000054538,54.841500002890825,12,19,deepsort_realtime
149,10.065799999982119,1.9979000007879222,6.3384000004589325,1.4221000001271022,42.276799999177456,52.342599999159575,12,19,deepsort_realtime
150,9.032900001853704,1.67679999867687,5.739599999287748,1.3242999993963167,53.05030000023544,62.08320000208914,13,19,deepsort_realtime
151,9.255700001493096,1.827699999921606,5.791900000986061,1.3644999999087304,44.56140000000596,53.81710000149906,11,19,deepsort_realtime
152,10.313699997961521,1.922999999806052,6.398599998647114,1.6261000000667991,59.178700000047684,69.4923999980092,14,19,deepsort_realtime
153,9.44429999962449,1.8440000003465684,5.8727999985421775,1.4348999993671896,53.97169999778271,63.4159999974072,12,19,deepsort_realtime
154,9.084099998697639,1.8833000012818957,5.700800000340678,1.2348000000201864,56.73689999990165,65.82099999859929,14,20,deepsort_realtime
155,9.43440000154078,1.8221000009361887,5.90600000032282,1.4071000005060341,54.85769999958575,64.29210000112653,14,20,deepsort_realtime
156,9.251299999654293,1.753499998812913,5.8404999999766005,1.3836999987688614,55.40810000151396,64.65940000116825,13,20,deepsort_realtime
157,9.603499999269843,1.9265000009909272,5.9934000000794185,1.3959000007162103,54.03910000063479,63.64259999990463,14,20,deepsort_realtime
158,9.068599998950958,1.74200000037672,5.738300000302843,1.3247999995655846,53.290300000458956,62.358899999409914,14,20,deepsort_realtime
159,9.229799998924136,1.9523999999364605,5.607900000541122,1.3548999995691702,58.78359999880195,68.01339999772608,14,19,deepsort_realtime
160,9.867500001564622,2.0130000011704396,5.854200000612764,1.6855000012583332,64.76899999938905,74.63650000095367,14,18,deepsort_realtime
161,9.759400000795722,1.9444999998086132,5.945000000792788,1.5590000002703164,60.513000002130866,70.27240000292659,14,18,deepsort_realtime
162,9.455200001597404,1.9260000008216593,5.825299998832634,1.4323000013973797,60.98699999973178,70.44220000132918,14,18,deepsort_realtime
163,8.750500001013279,1.6891999985091388,5.400699999881908,1.3819999985571485,59.97470000013709,68.72520000115037,15,18,deepsort_realtime
164,9.540599999949336,1.7680999990261625,6.025500000760076,1.495700000305078,60.12209999933839,69.66269999928772,15,19,deepsort_realtime
165,9.398000000044703,1.872400000138441,5.8458000003156485,1.3911000005464302,62.79320000112057,72.19120000116527,15,19,deepsort_realtime
166,9.024900000542402,1.8046000004687812,5.499000000781962,1.4461999999184627,67.70910000056028,76.73400000110269,13,19,deepsort_realtime
167,9.012200001627207,1.6649999997753184,5.751400000008289,1.3339999986783369,55.678500002250075,64.69070000387728,11,20,deepsort_realtime
168,9.338899999856949,1.8780000009428477,5.744199999753619,1.432099999874481,61.93300000205636,71.27190000191331,14,20,deepsort_realtime
169,9.816500000655651,1.8204999996669358,6.341299998894101,1.382799999191775,63.12060000002384,72.9371000006795,14,20,deepsort_realtime
170,9.353300001472235,2.0917999991070246,5.4584000008617295,1.5044000010675518,60.59530000202358,69.94860000349581,14,21,deepsort_realtime
171,9.318999998271465,1.9155999998474726,5.598199999440112,1.4967000006436137,66.34249999932945,75.66149999760091,15,21,deepsort_realtime
172,9.723799999803305,1.8834000002243556,6.083399999624817,1.4658000000054017,72.73829999938607,82.46209999918938,15,21,deepsort_realtime
173,9.565200001001358,1.9647000008262694,5.830199999763863,1.5053999995870981,56.82140000164509,66.38660000264645,15,21,deepsort_realtime
174,8.485500000417233,1.7279000003327383,5.13909999972384,1.360000000204309,55.57440000027418,64.05990000069141,14,21,deepsort_realtime
175,9.40089999884367,1.8742000011116033,5.855400000655209,1.4015999986440875,72.37870000116527,81.77960000000894,17,21,deepsort_realtime
176,9.606199998408556,2.1713999994972255,5.601800001386437,1.5248999989125878,71.9093999993056,81.51559999771416,17,21,deepsort_realtime
177,9.953999998047948,2.1012999986851355,6.01979999919422,1.576799999384093,61.58239999786019,71.53639999590814,15,21,deepsort_realtime
178,10.009800000116229,2.1928000005573267,5.922000000282424,1.56299999980547,63.69579999893904,73.70559999905527,14,20,deepsort_realtime
179,9.794999999925494,2.178100001401617,5.817100000058417,1.5089999997144332,66.32100000046194,76.11600000038743,14,20,deepsort_realtime
180,9.409700000658631,2.007300001423573,5.608899999060668,1.52909999997064,65.36169999837875,74.77139999903738,15,20,deepsort_realtime
181,9.420700000599027,2.108099999531987,5.515699998795753,1.5277999991667457,66.66179999895394,76.08249999955297,15,20,deepsort_realtime
182,9.94599999859929,2.2553999988303985,5.870400000276277,1.5325999993365258,68.16440000012517,78.11039999872446,15,21,deepsort_realtime
183,10.327199999243021,2.320700001291698,6.101599999965401,1.6133000008267118,82.50469999946654,92.83189999870956,15,22,deepsort_realtime
184,9.906199999153614,2.1130999994056765,6.017599998813239,1.504299998487113,69.96859999932349,79.8747999984771,15,22,deepsort_realtime
185,9.800400000065565,2.2044000015739584,5.779299999630894,1.5418999992107274,66.6670000012964,76.46740000136197,15,23,deepsort_realtime
186,9.63939999975264,2.1403999999165535,5.8025999987876276,1.433399998859386,67.16430000215769,76.80370000191033,14,23,deepsort_realtime
187,9.374399999156594,2.0684999999502907,5.575400000452646,1.461800000470248,63.87019999884069,73.24459999799728,14,23,deepsort_realtime
188,9.88349999859929,2.0929999991494697,5.94719999935478,1.549499998873216,66.61700000055134,76.50049999915063,14,23,deepsort_realtime
189,10.135400000959635,2.17999999949825,5.961400000160211,1.5946000003168592,64.65909999981523,74.79450000077486,14,24,deepsort_realtime
190,9.211800001561642,1.7633999996178318,5.7500000002619345,1.4222999998310115,67.80949999764562,77.02129999920726,15,23,deepsort_realtime
191,9.388399999588728,1.9188000005669892,5.715399998734938,1.5032000010251068,68.51860000006855,77.90699999965727,16,23,deepsort_realtime
192,9.617899999022484,2.1202999996603467,5.801600000268081,1.4359000015247148,65.48599999956787,75.10389999859035,13,23,deepsort_realtime
193,10.059000000357628,2.3801000006642425,5.934000000706874,1.44929999987653,78.72910000011325,88.78810000047088,13,23,deepsort_realtime
194,9.63260000012815,1.9558000003598863,5.874299999049981,1.5461000002687797,69.39849999919534,79.03109999932349,13,24,deepsort_realtime
195,9.682599999010563,2.0767000005434966,5.899899999349145,1.3539999999920838,66.69220000132918,76.37480000033975,14,24,deepsort_realtime
196,10.779899999499321,2.041399999143323,6.743500000084168,1.661199999944074,58.09620000049472,68.87609999999404,14,23,deepsort_realtime
197,10.380499999970198,1.9654999996419065,6.702699998641037,1.4368000011018012,56.23149999976158,66.61199999973178,14,23,deepsort_realtime
198,10.168500000610948,2.1723999998357613,6.350100000418024,1.3821999982610578,54.05389999970794,64.22240000031888,12,23,deepsort_realtime
199,9.615499999374151,1.8882000003941357,5.976300000838819,1.4668000003439374,51.935600001364946,61.5511000007391,11,23,deepsort_realtime
200,10.32829999923706,2.1957000008114846,6.358000000545871,1.4965999998821644,50.7449000030756,61.07320000231266,11,23,deepsort_realtime
201,10.083000000566244,2.025300000241259,6.1528000005637296,1.6324999996868428,47.897799998521805,57.98079999908805,11,23,deepsort_realtime
202,10.014499999582767,2.073099998597172,6.136500000138767,1.496900000347523,49.2383999992162,59.252899998798966,11,23,deepsort_realtime
203,13.554700000211596,2.1004000009270385,6.131899999672896,4.992300000594696,51.41190000064671,64.9666000008583,11,23,deepsort_realtime
204,10.769999999552965,2.357700001084595,6.386899998688023,1.7238000000361353,64.00109999999404,74.771099999547,11,23,deepsort_realtime
205,10.230499999597669,2.1512999992410187,6.245799999305746,1.56779999997525,67.45949999988079,77.68999999947846,10,23,deepsort_realtime
206,10.977699998766184,2.445899999656831,6.599199999982375,1.6185000004043104,47.4786999989301,58.45639999769628,10,23,deepsort_realtime
207,10.360500000417233,2.0735000016429694,6.569099999978789,1.4568999995390186,84.97599999979138,95.33650000020862,15,23,deepsort_realtime
208,10.405600000172853,2.1553000005951617,6.402299999535899,1.5534000012848992,59.98829999938607,70.39389999955893,12,21,deepsort_realtime
209,10.355499999597669,2.13400000029651,6.360499999573221,1.55819999963569,58.63539999909699,68.99089999869466,12,21,deepsort_realtime
210,10.541799999773502,2.125299999534036,6.459300000642543,1.6008000002329936,58.38499999977648,68.92679999954998,12,21,deepsort_realtime
211,10.787000000476837,2.2248000004765345,6.6079999996873084,1.6385999988415278,70.05919999815524,80.84619999863207,12,21,deepsort_realtime
212,11.041500000283122,2.2013000016158912,6.8791000012424774,1.6634000003250549,73.14149999804795,84.18299999833107,12,21,deepsort_realtime
213,10.383000001311302,2.105199999277829,6.538700001328834,1.4601000002585351,49.24619999714196,59.62919999845326,10,21,deepsort_realtime
214,10.476199999451637,1.924700000017765,6.806600000345497,1.470100000005914,62.399699999019504,72.87589999847114,11,19,deepsort_realtime
215,13.786499999463558,2.180699999371427,9.835599999860278,1.474999999118154,46.06279999949038,59.84929999895394,10,19,deepsort_realtime
216,10.65150000154972,2.104300001519732,6.773999999495572,1.5031999992061174,65.26280000060797,75.91430000215769,11,18,deepsort_realtime
217,11.09830000065267,2.301499998793588,6.740800001352909,1.6476000000693602,49.74530000053346,60.84360000118613,11,18,deepsort_realtime
218,10.968000000342727,2.207900000939844,6.90519999989192,1.581399999849964,50.80309999920428,61.771099999547005,11,18,deepsort_realtime
219,10.943599998950958,2.2011999990354525,6.887300000016694,1.5535000002273591,66.74760000035167,77.69119999930263,13,18,deepsort_realtime
220,10.923299999907613,2.1890000007260824,6.930999999894993,1.5248999989125878,53.14710000157356,64.07040000148118,11,18,deepsort_realtime
221,10.88770000077784,2.1277000014379155,6.926500000190572,1.546200001030229,54.25609999895096,65.1437999997288,11,18,deepsort_realtime
222,11.110199999064207,2.159000001483946,7.16409999949974,1.5069000000949018,61.331600001081824,72.44180000014603,11,16,deepsort_realtime
223,11.265599999576807,2.31789999998,6.932199999937438,1.6940999994403683,64.74479999952018,76.01039999909699,12,16,deepsort_realtime
