frame,letterbox_resize_pad_ms,transpose_contiguous_ms,torch_from_numpy_ms,to_device_normalize_ms,total_phase_ms,shape,dtype,device
191,0.6533999983221292,0.664300000295043,0.06220000237226486,0.5877999998629093,2.0359000004827976,"(1, 3, 640, 640)",torch.float16,cuda:0
192,0.6151000000536442,0.6337000001221895,0.041199998930096626,0.5419999994337559,1.8760999981313944,"(1, 3, 640, 640)",torch.float16,cuda:0
193,0.6717000007629395,0.6675000004470348,0.05950000137090683,0.6140000000596046,2.0787999983876944,"(1, 3, 640, 640)",torch.float16,cuda:0
194,0.7246999982744455,0.7027000021189451,0.04609999991953373,0.5827999990433455,2.100399998947978,"(1, 3, 640, 640)",torch.float16,cuda:0
195,0.8083999995142221,0.7565000001341105,0.06220000050961971,0.5898000001907349,2.2923000007867813,"(1, 3, 640, 640)",torch.float16,cuda:0
196,0.8183999992907047,0.6989000011235476,0.06269999966025352,0.6314000003039837,2.2876999992877245,"(1, 3, 640, 640)",torch.float16,cuda:0
197,0.6699000000953674,0.646900000050664,0.040200000628829,0.5960999988019466,1.992799999192357,"(1, 3, 640, 640)",torch.float16,cuda:0
198,0.8057000003755093,0.6949000004678965,0.06630000099539757,0.6415000017732382,2.2870999984443188,"(1, 3, 640, 640)",torch.float16,cuda:0
199,0.6550999991595745,0.7071999981999397,0.043700000271201134,0.5452999994158745,1.9921000003814697,"(1, 3, 640, 640)",torch.float16,cuda:0
200,0.6933000013232231,0.6692000012844801,0.06080000102519989,0.6314000003039837,2.126000002026558,"(1, 3, 640, 640)",torch.float16,cuda:0
201,0.6232000011950731,0.6666999980807304,0.042899999767541885,0.538399999961257,1.913399999961257,"(1, 3, 640, 640)",torch.float16,cuda:0
202,0.7095999997109175,0.6202000007033348,0.06269999966025352,0.6993000004440546,2.160699998959899,"(1, 3, 640, 640)",torch.float16,cuda:0
203,0.5933999996632338,0.6453000009059906,0.03930000029504299,0.5868999995291233,1.9039999973028898,"(1, 3, 640, 640)",torch.float16,cuda:0
204,0.6867999993264675,0.6679999977350235,0.06279999949038029,0.6070000007748604,2.095599999651313,"(1, 3, 640, 640)",torch.float16,cuda:0
205,0.6612999998033047,0.6597000006586313,0.04480000026524067,0.5285999979823828,1.9357999972999096,"(1, 3, 640, 640)",torch.float16,cuda:0
206,0.7668999992311001,0.7016000002622604,0.06599999964237213,0.6749999988824129,2.288500001654029,"(1, 3, 640, 640)",torch.float16,cuda:0
207,0.7617000006139278,0.7285999990999699,0.04809999838471413,0.5529000014066696,2.1331999991089106,"(1, 3, 640, 640)",torch.float16,cuda:0
208,0.7053000014275312,0.6725999992340803,0.06110000051558018,0.6351000014692545,2.146000001579523,"(1, 3, 640, 640)",torch.float16,cuda:0
209,0.6284999996423721,0.6798000000417233,0.04449999891221523,0.5866999998688698,1.983899999409914,"(1, 3, 640, 640)",torch.float16,cuda:0
210,0.6802000012248755,0.6660999990999699,0.06320000253617764,0.7157000005245209,2.1958000008016825,"(1, 3, 640, 640)",torch.float16,cuda:0
211,0.6766999997198582,0.674600001424551,0.06199999898672104,0.6337000001221895,2.112999999895692,"(1, 3, 640, 640)",torch.float16,cuda:0
212,0.6562000010162592,0.6568000018596649,0.05909999832510948,0.6178999990224838,2.055900000035763,"(1, 3, 640, 640)",torch.float16,cuda:0
213,0.7939999997615814,0.6669999975711107,0.06729999929666519,0.7225999999791384,2.324100000783801,"(1, 3, 640, 640)",torch.float16,cuda:0
214,0.784000001847744,0.680800000205636,0.048499999567866325,0.6577000003308058,2.2219999991357327,"(1, 3, 640, 640)",torch.float16,cuda:0
215,0.7274000011384487,0.6600999999791384,0.061000000685453415,0.7115000002086163,2.230500001460314,"(1, 3, 640, 640)",torch.float16,cuda:0
216,0.6550999991595745,0.659000001847744,0.041200000792741776,0.5555000007152557,1.9500999990850687,"(1, 3, 640, 640)",torch.float16,cuda:0
217,0.7542999982833862,0.6653000004589558,0.06379999965429306,0.7171000000089407,2.2752000000327826,"(1, 3, 640, 640)",torch.float16,cuda:0
218,0.6525999996811152,0.7562000006437302,0.04260000213980675,0.5794999990612268,2.073699999600649,"(1, 3, 640, 640)",torch.float16,cuda:0
219,0.6928000003099442,0.6678000018000603,0.06350000016391277,0.6173000000417233,2.1114000007510185,"(1, 3, 640, 640)",torch.float16,cuda:0
220,0.639199998229742,0.7002999987453222,0.03969999961555004,0.549100000411272,1.9671000000089407,"(1, 3, 640, 640)",torch.float16,cuda:0
221,0.7251999992877245,0.6693999990820885,0.06460000202059746,0.6171999983489513,2.149200001731515,"(1, 3, 640, 640)",torch.float16,cuda:0
222,0.6562999989837408,0.6601999998092651,0.03849999979138374,0.536599999293685,1.9295999985188246,"(1, 3, 640, 640)",torch.float16,cuda:0
223,0.7450999990105629,0.6592000015079975,0.0617000013589859,0.6474000010639429,2.1844999995082617,"(1, 3, 640, 640)",torch.float16,cuda:0
224,0.6613999996334314,0.6428999993950129,0.04480000026524067,0.5666999984532595,1.9635000005364418,"(1, 3, 640, 640)",torch.float16,cuda:0
225,0.8815000001341105,0.6455000005662441,0.07029999978840351,0.6343000009655952,2.305000001564622,"(1, 3, 640, 640)",torch.float16,cuda:0
226,0.7011000011116266,0.6660000011324883,0.060999998822808266,0.6295999996364117,2.126400001347065,"(1, 3, 640, 640)",torch.float16,cuda:0
227,0.7449999991804361,0.652199998497963,0.04079999960958958,0.5348000004887581,2.0113999992609024,"(1, 3, 640, 640)",torch.float16,cuda:0
228,0.7654999997466803,0.6666000001132488,0.06409999914467335,0.5940000005066395,2.162499999627471,"(1, 3, 640, 640)",torch.float16,cuda:0
229,0.678099999204278,0.670499999076128,0.04389999993145466,0.5445000007748604,1.9843999985605478,"(1, 3, 640, 640)",torch.float16,cuda:0
230,0.7281999979168177,0.6519000008702278,0.0605000015348196,0.5877999998629093,2.0966999996453524,"(1, 3, 640, 640)",torch.float16,cuda:0
231,0.661599999293685,0.6438999995589256,0.037700001150369644,0.5317000020295382,1.913299998268485,"(1, 3, 640, 640)",torch.float16,cuda:0
232,0.6913999989628792,0.6761000007390976,0.08899999782443047,0.6195000018924475,2.148700000718236,"(1, 3, 640, 640)",torch.float16,cuda:0
233,0.6471000015735626,0.6635000016540289,0.04999999888241291,0.5538999997079372,1.9605000019073486,"(1, 3, 640, 640)",torch.float16,cuda:0
234,0.7074999995529652,0.6591000016778708,0.05869999900460243,0.6220999993383884,2.1158999986946583,"(1, 3, 640, 640)",torch.float16,cuda:0
235,0.6055000014603138,0.6442000009119511,0.03890000283718109,0.5709999985992908,1.9001999981701374,"(1, 3, 640, 640)",torch.float16,cuda:0
236,0.7645000014454126,0.6595000009983778,0.06499999947845936,0.7590999994426966,2.3203999996185303,"(1, 3, 640, 640)",torch.float16,cuda:0
237,0.6759999990463257,0.653999999165535,0.045100001618266106,0.5502999983727932,1.9690000005066395,"(1, 3, 640, 640)",torch.float16,cuda:0
238,0.7528999987989664,0.6520999986678362,0.061799999326467514,0.5943999998271465,2.130800001323223,"(1, 3, 640, 640)",torch.float16,cuda:0
239,0.7083000000566244,0.6823999993503094,0.039400000125169754,0.4962999988347292,1.9649000000208616,"(1, 3, 640, 640)",torch.float16,cuda:0
240,0.7518999986350536,0.6897999979555607,0.0747000016272068,0.6469999980181456,2.237099999561906,"(1, 3, 640, 640)",torch.float16,cuda:0
241,0.7805000003427267,0.6943999994546175,0.1010999996215105,0.7461999990046024,2.413799999281764,"(1, 3, 640, 640)",torch.float16,cuda:0
242,0.6980000007897615,0.6402000002563,0.08470000140368938,0.7427999991923571,2.253499997779727,"(1, 3, 640, 640)",torch.float16,cuda:0
243,0.7668999992311001,0.6785999983549118,0.07390000112354755,0.669199999421835,2.2633000016212463,"(1, 3, 640, 640)",torch.float16,cuda:0
244,0.6160999983549118,0.7053999993950129,0.048500001430511475,0.6190999988466501,2.051000000908971,"(1, 3, 640, 640)",torch.float16,cuda:0
245,0.7155000008642673,0.639299999922514,0.06120000034570694,0.6040000002831221,2.088500000536442,"(1, 3, 640, 640)",torch.float16,cuda:0
246,0.6647999994456768,0.6467000003904104,0.04540000110864639,0.5492000002413988,1.9495000001043081,"(1, 3, 640, 640)",torch.float16,cuda:0
247,0.82010000012815,0.6771000009030104,0.06909999996423721,0.6355000007897615,2.280299998819828,"(1, 3, 640, 640)",torch.float16,cuda:0
248,0.6769000012427568,0.6810999996960163,0.05550000071525574,0.6151999980211258,2.084400000050664,"(1, 3, 640, 640)",torch.float16,cuda:0
249,0.8152999989688396,0.6671999990940094,0.07840000092983246,0.753499997779727,2.4272999987006187,"(1, 3, 640, 640)",torch.float16,cuda:0
250,0.6796000003814697,0.774600001052022,0.05859999917447567,0.6678000018000603,2.2374000009149313,"(1, 3, 640, 640)",torch.float16,cuda:0
251,0.8350999988615513,0.7085000015795231,0.06889999844133854,0.6953999996185303,2.3919000010937452,"(1, 3, 640, 640)",torch.float16,cuda:0
252,0.7229000013321638,0.7017000000923872,0.05770000256597996,0.6473999992012978,2.1860000006854534,"(1, 3, 640, 640)",torch.float16,cuda:0
253,0.7512999996542931,0.6480999998748302,0.06910000182688236,0.6219999995082617,2.1663000024855137,"(1, 3, 640, 640)",torch.float16,cuda:0
254,0.6508999988436699,0.6868000011891127,0.0482999999076128,0.5453999992460012,1.9791000001132488,"(1, 3, 640, 640)",torch.float16,cuda:0
255,0.6728999987244606,0.642000000923872,0.06859999895095825,0.6259999983012676,2.0865000002086163,"(1, 3, 640, 640)",torch.float16,cuda:0
256,0.6551000010222197,0.6289000008255243,0.06180000118911266,0.5964999999850988,2.011200001463294,"(1, 3, 640, 640)",torch.float16,cuda:0
257,0.6636999994516373,0.6515000015497208,0.048100000247359276,0.545499999076128,1.9587999992072582,"(1, 3, 640, 640)",torch.float16,cuda:0
258,0.9237000029534101,0.666600001975894,0.06499999947845936,0.6765999998897314,2.4053000025451183,"(1, 3, 640, 640)",torch.float16,cuda:0
259,0.6509999986737967,0.697800001129508,0.05140000022947788,0.5878999996930361,2.0386000014841557,"(1, 3, 640, 640)",torch.float16,cuda:0
260,0.7230999991297722,0.6907000001519918,0.06639999896287918,0.7523999996483326,2.307200001552701,"(1, 3, 640, 640)",torch.float16,cuda:0
261,0.6983000002801418,0.6667000018060207,0.044999998062849045,0.7119999974966049,2.1655000001192093,"(1, 3, 640, 640)",torch.float16,cuda:0
262,0.7469999995082617,0.687899999320507,0.0775000024586916,0.611600000411272,2.224999999627471,"(1, 3, 640, 640)",torch.float16,cuda:0
263,0.6838000006973743,0.6721999999135733,0.046299999579787254,0.6379000004380941,2.0828000009059906,"(1, 3, 640, 640)",torch.float16,cuda:0
264,0.7229999992996454,0.6858999989926815,0.06159999966621399,0.6046999990940094,2.146399999037385,"(1, 3, 640, 640)",torch.float16,cuda:0
265,0.6830000001937151,0.6915999986231327,0.04209999926388264,0.5432999990880489,2.0041999984532595,"(1, 3, 640, 640)",torch.float16,cuda:0
266,0.7619000002741814,0.6927000004798174,0.06319999881088734,0.5952000003308058,2.185200000181794,"(1, 3, 640, 640)",torch.float16,cuda:0
267,0.7026000004261732,0.6759999990463257,0.04429999925196171,0.5366000011563301,2.0015999991446733,"(1, 3, 640, 640)",torch.float16,cuda:0
268,0.8103000000119209,0.6966999992728233,0.06020000018179417,0.5936000011861324,2.2324000000953674,"(1, 3, 640, 640)",torch.float16,cuda:0
269,0.713400000706315,0.6920999996364117,0.043300000950694084,0.694599999114871,2.184699999168515,"(1, 3, 640, 640)",torch.float16,cuda:0
270,0.7574000004678965,0.6912000011652708,0.0608999989926815,0.6714999992400408,2.249899998307228,"(1, 3, 640, 640)",torch.float16,cuda:0
271,0.7165000010281801,0.6870000008493662,0.06039999984204769,0.6239000000059605,2.156700000166893,"(1, 3, 640, 640)",torch.float16,cuda:0
272,0.9845000002533197,0.8779000006616116,0.07540000043809414,0.7264000028371811,2.745899999514222,"(1, 3, 640, 640)",torch.float16,cuda:0
273,0.8908999990671873,0.7329000011086464,0.06399999931454659,0.6683999989181757,2.431199999526143,"(1, 3, 640, 640)",torch.float16,cuda:0
274,0.7471999991685152,0.6977999992668629,0.046400001272559166,0.6217999998480082,2.159900000318885,"(1, 3, 640, 640)",torch.float16,cuda:0
275,0.687899999320507,0.7035000007599592,0.06070000119507313,0.6656999997794628,2.184000002220273,"(1, 3, 640, 640)",torch.float16,cuda:0
276,0.6188999991863966,0.7039000019431114,0.04470000043511391,0.5764000024646521,1.9859999995678663,"(1, 3, 640, 640)",torch.float16,cuda:0
277,0.7390999998897314,0.6803999990224838,0.07030000165104866,0.630799999460578,2.2027000002563,"(1, 3, 640, 640)",torch.float16,cuda:0
278,0.6426999997347593,0.6803000010550022,0.03930000029504299,0.5990000013262033,2.0012000016868114,"(1, 3, 640, 640)",torch.float16,cuda:0
279,0.6797000020742416,0.6618000008165836,0.06069999933242798,0.6398000009357929,2.113400001078844,"(1, 3, 640, 640)",torch.float16,cuda:0
280,0.6419000010937452,0.6852000001817942,0.042500000447034836,0.5668000001460314,1.9788999985903502,"(1, 3, 640, 640)",torch.float16,cuda:0
281,0.7285999990999699,0.6914000008255243,0.06380000151693821,0.5890999995172024,2.1454000007361174,"(1, 3, 640, 640)",torch.float16,cuda:0
282,0.6588000003248453,0.6769999992102385,0.03969999961555004,0.5239000003784895,1.9373000003397465,"(1, 3, 640, 640)",torch.float16,cuda:0
283,0.7377000004053116,0.6834000013768673,0.05960000120103359,0.6181000005453825,2.16330000013113,"(1, 3, 640, 640)",torch.float16,cuda:0
284,0.6425999999046326,0.67989999987185,0.039000000804662704,0.5287999995052814,1.927199998870492,"(1, 3, 640, 640)",torch.float16,cuda:0
285,0.6798000000417233,0.658500000834465,0.06330000050365925,0.6233000010251999,2.0972000006586313,"(1, 3, 640, 640)",torch.float16,cuda:0
286,0.6632000003010035,0.6985999997705221,0.06030000001192093,0.5957999993115664,2.0868999995291233,"(1, 3, 640, 640)",torch.float16,cuda:0
287,0.6535000018775463,0.7199000008404255,0.04089999757707119,0.5214000009000301,1.9735000021755695,"(1, 3, 640, 640)",torch.float16,cuda:0
288,0.7968000005930662,0.7535000015050173,0.07719999924302101,0.688400000333786,2.393799999728799,"(1, 3, 640, 640)",torch.float16,cuda:0
289,0.661599999293685,0.6886999998241663,0.044599998742341995,0.5394999999552965,1.9754000008106232,"(1, 3, 640, 640)",torch.float16,cuda:0
290,0.7140999995172024,0.6402000002563,0.06149999983608723,0.6785999983549118,2.165699999779463,"(1, 3, 640, 640)",torch.float16,cuda:0
291,0.6641000006347895,0.6092999987304211,0.0430000014603138,0.6297999992966652,1.9857999999076128,"(1, 3, 640, 640)",torch.float16,cuda:0
292,0.7062999997287989,0.5898000001907349,0.061799999326467514,0.6991999987512827,2.1286999993026257,"(1, 3, 640, 640)",torch.float16,cuda:0
293,0.6247000005096197,0.617000000551343,0.047999998554587364,0.6640000008046627,2.0010999999940395,"(1, 3, 640, 640)",torch.float16,cuda:0
294,0.7561000008136034,0.6425000000745058,0.06020000018179417,0.6296999994665384,2.1591000016778708,"(1, 3, 640, 640)",torch.float16,cuda:0
295,0.6645999997854233,0.639199998229742,0.04079999960958958,0.5420999992638826,1.9259999990463257,"(1, 3, 640, 640)",torch.float16,cuda:0
296,0.7489999998360872,0.683899998664856,0.0628999974578619,0.6665000002831221,2.2357999980449677,"(1, 3, 640, 640)",torch.float16,cuda:0
297,0.6352999992668629,0.6551999989897013,0.04049999825656414,0.5379999987781048,1.9091999996453524,"(1, 3, 640, 640)",torch.float16,cuda:0
298,0.7255000006407499,0.6578999999910593,0.061799999326467514,0.6575000006705523,2.171000000089407,"(1, 3, 640, 640)",torch.float16,cuda:0
299,0.6368999984115362,0.6677000001072884,0.0414000004529953,0.5373999997973442,1.924499999731779,"(1, 3, 640, 640)",torch.float16,cuda:0
300,0.6930999979376793,0.6345000006258488,0.061899999156594276,0.6283999998122454,2.0881999991834164,"(1, 3, 640, 640)",torch.float16,cuda:0
301,0.7044999990612268,0.6482999995350838,0.06039999984204769,0.6417000014334917,2.123599998652935,"(1, 3, 640, 640)",torch.float16,cuda:0
302,0.744200000539422,0.6639000009745359,0.05939999967813492,0.5717000011354685,2.1086999978870153,"(1, 3, 640, 640)",torch.float16,cuda:0
303,0.6766999997198582,0.6968999989330769,0.06839999929070473,0.6313000004738569,2.1520000007003546,"(1, 3, 640, 640)",torch.float16,cuda:0
304,0.7453000005334616,0.7050999999046326,0.07600000128149986,0.7438999991863966,2.348600000143051,"(1, 3, 640, 640)",torch.float16,cuda:0
305,0.6890000011771917,0.6654000002890825,0.06689999997615814,0.6082000005990267,2.102599998936057,"(1, 3, 640, 640)",torch.float16,cuda:0
306,0.6486999988555908,0.6864000000059605,0.04379999823868275,0.5293000005185604,1.9503000006079674,"(1, 3, 640, 640)",torch.float16,cuda:0
307,0.6803000010550022,0.6461999993771315,0.05910000205039978,0.5794000010937452,2.0313999988138676,"(1, 3, 640, 640)",torch.float16,cuda:0
308,0.5937999989837408,0.6704000011086464,0.035999998450279236,0.5111999996006489,1.8467999994754791,"(1, 3, 640, 640)",torch.float16,cuda:0
309,0.7128999996930361,0.6647999994456768,0.07410000078380108,0.6458999998867512,2.183399999514222,"(1, 3, 640, 640)",torch.float16,cuda:0
310,0.6936000008136034,0.6614999994635582,0.049800001084804535,0.5924999993294477,2.046900000423193,"(1, 3, 640, 640)",torch.float16,cuda:0
311,0.8928000014275312,0.7559000011533499,0.07560000009834766,0.6743999999016523,2.46339999884367,"(1, 3, 640, 640)",torch.float16,cuda:0
312,0.7181000001728535,0.678999999538064,0.05570000037550926,0.5641999989748001,2.072699999436736,"(1, 3, 640, 640)",torch.float16,cuda:0
313,0.6895999982953072,0.6629000008106232,0.061400000005960464,0.6014000009745359,2.084300000220537,"(1, 3, 640, 640)",torch.float16,cuda:0
314,0.6963000018149614,0.674600001424551,0.04310000129044056,0.6149000003933907,2.072699999436736,"(1, 3, 640, 640)",torch.float16,cuda:0
315,0.8059999998658895,0.6895000003278255,0.08470000140368938,0.6028000004589558,2.252599999308586,"(1, 3, 640, 640)",torch.float16,cuda:0
316,0.8501999992877245,0.6608000006526709,0.04579999856650829,0.5860999990254641,2.189299998804927,"(1, 3, 640, 640)",torch.float16,cuda:0
317,0.7991999983787537,0.7229999992996454,0.07150000147521496,0.775000000372529,2.4469999987632036,"(1, 3, 640, 640)",torch.float16,cuda:0
318,0.7618000004440546,0.6679999995976686,0.061900001019239426,0.6466000005602837,2.2104000002145767,"(1, 3, 640, 640)",torch.float16,cuda:0
319,0.6289999987930059,0.6557000000029802,0.04019999876618385,0.5446000006049871,1.908500000834465,"(1, 3, 640, 640)",torch.float16,cuda:0
320,0.7995000015944242,0.6818000003695488,0.0653000008314848,0.6135999988764524,2.234299998730421,"(1, 3, 640, 640)",torch.float16,cuda:0
321,0.6711999997496605,0.6753000002354383,0.03779999911785126,0.5171999987214804,1.940200001001358,"(1, 3, 640, 640)",torch.float16,cuda:0
322,0.7031999994069338,0.6602999996393919,0.058000002056360245,0.5758000016212463,2.063799999654293,"(1, 3, 640, 640)",torch.float16,cuda:0
323,0.6388999987393618,0.6492999996989965,0.04149999842047691,0.5206999983638525,1.8914000000804663,"(1, 3, 640, 640)",torch.float16,cuda:0
324,0.8106000013649464,0.6663000006228685,0.06880000047385693,0.6418999992311001,2.2648999989032745,"(1, 3, 640, 640)",torch.float16,cuda:0
325,0.7311000004410744,0.7016000002622604,0.045099999755620956,0.6685000006109476,2.1885000001639128,"(1, 3, 640, 640)",torch.float16,cuda:0
326,0.9237999990582466,0.6785000003874302,0.0681999996304512,0.7115999981760979,2.4580999985337257,"(1, 3, 640, 640)",torch.float16,cuda:0
327,0.6765999998897314,0.6627000011503696,0.04479999840259552,0.5602999981492758,1.9856000002473593,"(1, 3, 640, 640)",torch.float16,cuda:0
328,0.8290999997407198,0.6455000005662441,0.06780000030994415,0.7181000001728535,2.336100000888109,"(1, 3, 640, 640)",torch.float16,cuda:0
329,0.7089999988675117,0.6567999981343746,0.0494999997317791,0.5625999998301268,2.0256000012159348,"(1, 3, 640, 640)",torch.float16,cuda:0
330,0.7802000008523464,0.7173999976366758,0.06780000030994415,0.6385999992489815,2.2816000003367662,"(1, 3, 640, 640)",torch.float16,cuda:0
331,0.7109999991953373,0.7050000000745058,0.048499999567866325,0.5428999997675419,2.0569000001996756,"(1, 3, 640, 640)",torch.float16,cuda:0
332,0.812899999320507,0.682600000873208,0.0835999995470047,0.6402000002563,2.293700000271201,"(1, 3, 640, 640)",torch.float16,cuda:0
333,0.7743999995291233,0.662899998947978,0.06709999963641167,0.657600000500679,2.2404000014066696,"(1, 3, 640, 640)",torch.float16,cuda:0
334,0.6965999994426966,0.6657999996095896,0.06020000018179417,0.7233000006526709,2.2146000005304813,"(1, 3, 640, 640)",torch.float16,cuda:0
335,0.7832000013440847,0.7017000000923872,0.0636999998241663,0.7033000010997057,2.324999999254942,"(1, 3, 640, 640)",torch.float16,cuda:0
336,0.7041999995708466,0.7047000005841255,0.05170000158250332,0.6524000000208616,2.163699997588992,"(1, 3, 640, 640)",torch.float16,cuda:0
337,0.6875000018626451,0.6743000000715256,0.06540000066161156,0.6275999993085861,2.1278999987989664,"(1, 3, 640, 640)",torch.float16,cuda:0
338,0.580800000578165,0.6448999978601933,0.0467000026255846,0.5134000014513731,1.8310000002384186,"(1, 3, 640, 640)",torch.float16,cuda:0
339,0.6897999998182058,0.6861000005155802,0.06189999729394913,0.5926000010222197,2.1022999975830317,"(1, 3, 640, 640)",torch.float16,cuda:0
340,0.7175999991595745,0.6820000018924475,0.04319999925792217,0.5304999984800816,2.0152000002563,"(1, 3, 640, 640)",torch.float16,cuda:0
341,0.6779999993741512,0.6868999991565943,0.057099999859929085,0.598199998959899,2.085400002077222,"(1, 3, 640, 640)",torch.float16,cuda:0
342,0.6058000009506941,0.6745999995619059,0.04480000026524067,0.5597000010311604,1.9277999997138977,"(1, 3, 640, 640)",torch.float16,cuda:0
343,0.6767999995499849,0.6853999998420477,0.06330000050365925,0.5953999999910593,2.094600001350045,"(1, 3, 640, 640)",torch.float16,cuda:0
344,0.6061000004410744,0.7351000010967255,0.04400000162422657,0.5997999999672174,2.027999999001622,"(1, 3, 640, 640)",torch.float16,cuda:0
345,0.6830999981611967,0.7526999991387129,0.07899999991059303,0.6278999987989664,2.230500001460314,"(1, 3, 640, 640)",torch.float16,cuda:0
346,0.6730999983847141,0.717399999499321,0.0421999990940094,0.555800000205636,2.0305999983102083,"(1, 3, 640, 640)",torch.float16,cuda:0
347,0.6750999987125397,0.6816000007092953,0.05790000036358833,0.6113000027835369,2.093400001525879,"(1, 3, 640, 640)",torch.float16,cuda:0
348,0.6669999994337559,0.646900000050664,0.06289999932050705,0.589300001040101,2.0363999996334314,"(1, 3, 640, 640)",torch.float16,cuda:0
349,0.6084999982267618,0.6760000009089708,0.0414000004529953,0.5370000004768372,1.9018999990075827,"(1, 3, 640, 640)",torch.float16,cuda:0
350,0.6547000017017126,0.6732999980449677,0.0633000023663044,0.6149000003933907,2.0812000017613173,"(1, 3, 640, 640)",torch.float16,cuda:0
351,0.6043000016361475,0.6734999995678663,0.04269999824464321,0.5291999988257885,1.891100000590086,"(1, 3, 640, 640)",torch.float16,cuda:0
352,0.635800002142787,0.6710999999195337,0.058400001376867294,0.5731000006198883,2.0039000008255243,"(1, 3, 640, 640)",torch.float16,cuda:0
353,0.5938000027090311,0.6806000005453825,0.04150000028312206,0.5220999997109175,1.8782999981194735,"(1, 3, 640, 640)",torch.float16,cuda:0
354,0.7306000012904406,0.6913000009953976,0.06909999996423721,0.7024999987334013,2.271800000220537,"(1, 3, 640, 640)",torch.float16,cuda:0
355,0.6991000007838011,0.7273999992758036,0.050599999725818634,0.5401000007987022,2.0675999969244003,"(1, 3, 640, 640)",torch.float16,cuda:0
356,0.6814999990165234,0.7074999995529652,0.12209999933838844,0.6414000000804663,2.2510999999940395,"(1, 3, 640, 640)",torch.float16,cuda:0
357,0.6381000000983477,0.6534000001847744,0.04359999857842922,0.5959999989718199,1.9728999994695187,"(1, 3, 640, 640)",torch.float16,cuda:0
358,0.6727000009268522,0.6704000011086464,0.06430000066757202,0.6583999991416931,2.1409000009298325,"(1, 3, 640, 640)",torch.float16,cuda:0
359,0.6101000010967255,0.6656999979168177,0.044199999421834946,0.6196000017225742,1.9803999997675419,"(1, 3, 640, 640)",torch.float16,cuda:0
360,0.705400001257658,0.6309000011533499,0.0665999986231327,0.7247000001370907,2.2068999987095594,"(1, 3, 640, 640)",torch.float16,cuda:0
361,0.6195999998599291,0.6183999981731176,0.04040000028908253,0.6061000004410744,1.9238000009208918,"(1, 3, 640, 640)",torch.float16,cuda:0
362,0.6536000017076731,0.6656999997794628,0.056199999526143074,0.6055999994277954,2.0466000009328127,"(1, 3, 640, 640)",torch.float16,cuda:0
363,0.6437999997287989,0.6110000014305115,0.06090000085532665,0.6046000011265278,1.9938999991863966,"(1, 3, 640, 640)",torch.float16,cuda:0
364,0.671000000089407,0.624499998986721,0.061000000685453415,0.5966999996453524,2.0208000000566244,"(1, 3, 640, 640)",torch.float16,cuda:0
365,0.7506999988108873,0.7148999981582165,0.06940000131726265,0.749600000679493,2.3702999986708164,"(1, 3, 640, 640)",torch.float16,cuda:0
366,0.6841000001877546,0.6887000016868114,0.04819999821484089,0.6891000010073185,2.1574000008404255,"(1, 3, 640, 640)",torch.float16,cuda:0
367,0.709400000050664,0.6939000003039837,0.0605000015348196,0.7246000003069639,2.2591000013053417,"(1, 3, 640, 640)",torch.float16,cuda:0
368,0.6229999996721745,0.6785000003874302,0.042500000447034836,0.6479000002145767,2.0346000008285046,"(1, 3, 640, 640)",torch.float16,cuda:0
369,0.8717000000178814,0.6959000006318092,0.06450000032782555,0.6604000013321638,2.372500002384186,"(1, 3, 640, 640)",torch.float16,cuda:0
370,0.6778000015765429,0.7036999985575676,0.04879999719560146,0.7020999975502491,2.1850000005215406,"(1, 3, 640, 640)",torch.float16,cuda:0
371,0.7249000016599894,0.6589000001549721,0.06030000001192093,0.6411999985575676,2.156299998983741,"(1, 3, 640, 640)",torch.float16,cuda:0
372,0.6654000002890825,0.6734999977052212,0.03920000046491623,0.5486000012606382,1.9630999993532896,"(1, 3, 640, 640)",torch.float16,cuda:0
373,0.8187000006437302,0.6688999999314547,0.06300000101327896,0.653200002387166,2.278100000694394,"(1, 3, 640, 640)",torch.float16,cuda:0
374,0.681700000539422,0.6845999993383884,0.043700000271201134,0.5461999997496605,2.0008000005036592,"(1, 3, 640, 640)",torch.float16,cuda:0
375,0.7402999997138977,0.7057000007480383,0.061900001019239426,0.6377999987453222,2.216399999335408,"(1, 3, 640, 640)",torch.float16,cuda:0
376,0.6932999975979328,0.6597999986261129,0.04310000129044056,0.5592999998480082,1.9965000003576279,"(1, 3, 640, 640)",torch.float16,cuda:0
377,0.7081000003963709,0.6785000003874302,0.05960000120103359,0.6147000007331371,2.127199999988079,"(1, 3, 640, 640)",torch.float16,cuda:0
378,0.7450999990105629,0.6894000004976988,0.06199999898672104,0.6327999997884035,2.1995999980717897,"(1, 3, 640, 640)",torch.float16,cuda:0
379,0.6507000010460615,0.6544000003486872,0.04389999993145466,0.549100000411272,1.9381999988108873,"(1, 3, 640, 640)",torch.float16,cuda:0
380,0.8279999997466803,0.6773999985307455,0.0657999999821186,0.6217999998480082,2.2685000002384186,"(1, 3, 640, 640)",torch.float16,cuda:0
381,0.6671999990940094,0.686999998986721,0.041200000792741776,0.5299000013619661,1.9834000002592802,"(1, 3, 640, 640)",torch.float16,cuda:0
382,0.7435000017285347,0.625,0.06039999984204769,0.6565000005066395,2.1567999981343746,"(1, 3, 640, 640)",torch.float16,cuda:0
