frame,letterbox_resize_pad_ms,transpose_contiguous_ms,torch_from_numpy_ms,to_device_normalize_ms,total_phase_ms,shape,dtype,device
32,0.7877999991178513,0.7901999987661839,0.04959999956190586,0.5947999991476536,2.266999999061227,"(1, 3, 640, 640)",torch.float16,cuda:0
33,0.7689999993890524,0.6639000009745359,0.06359999999403954,0.6231000013649464,2.18889999948442,"(1, 3, 640, 640)",torch.float16,cuda:0
34,0.5855000000447035,0.6473000012338161,0.04279999993741512,0.5232999976724386,1.837100001052022,"(1, 3, 640, 640)",torch.float16,cuda:0
35,0.7409000005573034,0.6392000000923872,0.061900001019239426,0.6162999998778105,2.128200000151992,"(1, 3, 640, 640)",torch.float16,cuda:0
36,0.773700000718236,0.6931999996304512,0.06309999898076057,0.6246999986469746,2.2229999992996454,"(1, 3, 640, 640)",torch.float16,cuda:0
37,0.6699000000953674,0.7733999993652105,0.04670000076293945,0.5685999989509583,2.105399999767542,"(1, 3, 640, 640)",torch.float16,cuda:0
38,0.8057000003755093,0.7204999979585409,0.06440000049769878,0.5890000015497208,2.2545999996364117,"(1, 3, 640, 640)",torch.float16,cuda:0
39,0.6640000008046627,0.6601999998092651,0.06440000049769878,0.6244999971240759,2.0899999998509884,"(1, 3, 640, 640)",torch.float16,cuda:0
40,0.6391000002622604,0.6623999997973442,0.045900000259280205,0.569599999114871,1.9635000005364418,"(1, 3, 640, 640)",torch.float16,cuda:0
41,0.6568999998271465,0.6615000013262033,0.059700001031160355,0.6377000007778406,2.0830000024288893,"(1, 3, 640, 640)",torch.float16,cuda:0
42,0.8288000021129847,0.7021000012755394,0.06949999928474426,0.6133999992161989,2.2937000021338463,"(1, 3, 640, 640)",torch.float16,cuda:0
43,0.6340999994426966,0.7500999998301268,0.043800001963973045,0.6334999985992908,2.1029000002890825,"(1, 3, 640, 640)",torch.float16,cuda:0
44,0.7234999984502792,0.7527999989688396,0.07750000059604645,0.6585999988019466,2.28800000064075,"(1, 3, 640, 640)",torch.float16,cuda:0
45,0.6599000003188848,0.6953999996185303,0.04670000076293945,0.5855000000447035,2.033000001683831,"(1, 3, 640, 640)",torch.float16,cuda:0
46,0.7270999997854233,0.6576999984681606,0.06030000187456608,0.5751000009477139,2.086999997496605,"(1, 3, 640, 640)",torch.float16,cuda:0
47,0.6441000010818243,0.6461999993771315,0.040200000628829,0.6764000002294779,2.0453999992460012,"(1, 3, 640, 640)",torch.float16,cuda:0
48,0.7675999999046326,0.69200000166893,0.06259999983012676,0.5944000016897917,2.189299998804927,"(1, 3, 640, 640)",torch.float16,cuda:0
49,0.748599998652935,0.6546999998390675,0.060600001364946365,0.5720000006258488,2.1026000007987022,"(1, 3, 640, 640)",torch.float16,cuda:0
50,0.6671999990940094,0.6577000003308058,0.04040000028908253,0.5025999993085861,1.9064999986439943,"(1, 3, 640, 640)",torch.float16,cuda:0
51,0.7571999989449978,0.6757999993860722,0.06320000253617764,0.6042999997735023,2.1741999983787537,"(1, 3, 640, 640)",torch.float16,cuda:0
52,0.6526000015437603,0.6665000002831221,0.060999998822808266,0.5712999980896711,2.0220999997109175,"(1, 3, 640, 640)",torch.float16,cuda:0
53,0.6352999992668629,0.6721999980509281,0.0422000028192997,0.5230999998748302,1.9144999980926514,"(1, 3, 640, 640)",torch.float16,cuda:0
54,0.6684999987483025,0.6631000004708767,0.060999998822808266,0.5869999993592501,2.0496999975293875,"(1, 3, 640, 640)",torch.float16,cuda:0
55,0.7603999990969896,0.6961000002920628,0.06210000067949295,0.5752000007778406,2.1606000009924173,"(1, 3, 640, 640)",torch.float16,cuda:0
56,0.6473000012338161,0.651699997484684,0.060499999672174454,0.7051999997347593,2.133399998769164,"(1, 3, 640, 640)",torch.float16,cuda:0
57,0.7457999996840954,0.7390999998897314,0.0661999974399805,0.6035000011324883,2.229399999603629,"(1, 3, 640, 640)",torch.float16,cuda:0
58,0.6589999981224537,0.6829000003635883,0.048700001090765,0.632999999448657,2.0670999996364117,"(1, 3, 640, 640)",torch.float16,cuda:0
59,0.6718000005930662,0.6563999988138676,0.06479999981820583,0.6075999978929758,2.0733999982476234,"(1, 3, 640, 640)",torch.float16,cuda:0
60,0.7400000002235174,0.6493999995291233,0.044600000604987144,0.5700000002980232,2.0462999995797873,"(1, 3, 640, 640)",torch.float16,cuda:0
61,0.7307999990880489,0.6427999995648861,0.06490000151097775,0.6143999993801117,2.133099999278784,"(1, 3, 640, 640)",torch.float16,cuda:0
62,0.6430999990552664,0.6490000002086163,0.04280000180006027,0.539800001308322,1.91750000230968,"(1, 3, 640, 640)",torch.float16,cuda:0
63,0.6967000011354685,0.6679999995976686,0.06199999898672104,0.6290000006556511,2.1256000008434057,"(1, 3, 640, 640)",torch.float16,cuda:0
64,0.7398000005632639,0.6537999995052814,0.04959999956190586,0.5608999989926815,2.0573000013828278,"(1, 3, 640, 640)",torch.float16,cuda:0
65,0.7214999981224537,0.671900000423193,0.06450000032782555,0.6320000011473894,2.1650000009685755,"(1, 3, 640, 640)",torch.float16,cuda:0
66,0.6554000005126,0.6628000009804964,0.03879999928176403,0.5538999997079372,1.950399998575449,"(1, 3, 640, 640)",torch.float16,cuda:0
67,0.7143999990075827,0.6586999986320734,0.05989999882876873,0.6534000001847744,2.1563999988138676,"(1, 3, 640, 640)",torch.float16,cuda:0
68,0.6097000017762184,0.6670999992638826,0.039900001138448715,0.5386000014841557,1.895099999383092,"(1, 3, 640, 640)",torch.float16,cuda:0
69,0.7379999980330467,0.6610000003129244,0.06650000065565109,0.7576999999582767,2.3330999985337257,"(1, 3, 640, 640)",torch.float16,cuda:0
70,1.112100001424551,0.8535000011324883,0.07730000093579292,0.6885999999940395,2.833399999886751,"(1, 3, 640, 640)",torch.float16,cuda:0
71,0.6536999978125095,0.6527999993413687,0.05329999886453152,0.5959999989718199,2.011899998411536,"(1, 3, 640, 640)",torch.float16,cuda:0
72,0.8326999992132187,0.7756000012159348,0.0644999984651804,0.6978999990969896,2.4452999997884035,"(1, 3, 640, 640)",torch.float16,cuda:0
73,0.632099999114871,0.7077000010758638,0.043299999088048935,0.5581000000238419,1.992799999192357,"(1, 3, 640, 640)",torch.float16,cuda:0
74,0.7093000002205372,0.6991999987512827,0.06249999813735485,0.7072999998927116,2.248700000345707,"(1, 3, 640, 640)",torch.float16,cuda:0
75,0.6707000005990267,0.6818000003695488,0.039399998262524605,0.5350999999791384,1.967500001192093,"(1, 3, 640, 640)",torch.float16,cuda:0
76,0.793699998408556,0.664300000295043,0.06940000131726265,0.6271999999880791,2.2314999997615814,"(1, 3, 640, 640)",torch.float16,cuda:0
77,0.6708000004291534,0.6640000008046627,0.03680000081658363,0.5764999985694885,1.9853999987244606,"(1, 3, 640, 640)",torch.float16,cuda:0
78,0.7248999997973442,0.6373999994248152,0.06339999847114086,0.6218999996781349,2.11909999884665,"(1, 3, 640, 640)",torch.float16,cuda:0
79,0.6345000006258488,0.6275999993085861,0.03700000047683716,0.524100000038743,1.861700002104044,"(1, 3, 640, 640)",torch.float16,cuda:0
80,0.6765000000596046,0.6615999974310398,0.06340000033378601,0.6237000022083521,2.0996999982744455,"(1, 3, 640, 640)",torch.float16,cuda:0
81,0.574200002476573,0.6253000013530254,0.04129999876022339,0.5310999993234873,1.8124000001698732,"(1, 3, 640, 640)",torch.float16,cuda:0
82,0.7508999984711409,0.6165999993681908,0.06340000033378601,0.5894999988377094,2.088800000026822,"(1, 3, 640, 640)",torch.float16,cuda:0
83,0.6113000009208918,0.5969999991357327,0.036500001326203346,0.5166999995708466,1.796799998730421,"(1, 3, 640, 640)",torch.float16,cuda:0
84,0.7044000010937452,0.6321999989449978,0.061400000005960464,0.5951999984681606,2.062600001692772,"(1, 3, 640, 640)",torch.float16,cuda:0
85,0.7024000007659197,0.6468000020831823,0.059299999848008156,0.5960999988019466,2.069700000807643,"(1, 3, 640, 640)",torch.float16,cuda:0
86,0.7192999999970198,0.6433999985456467,0.062300000339746475,0.6471000015735626,2.1443999987095594,"(1, 3, 640, 640)",torch.float16,cuda:0
87,0.727300001308322,0.6710999999195337,0.06400000117719173,0.6049999985843897,2.141000000759959,"(1, 3, 640, 640)",torch.float16,cuda:0
88,0.6699999999254942,0.6410000007599592,0.09399999864399433,0.6412000004202127,2.1273999996483326,"(1, 3, 640, 640)",torch.float16,cuda:0
89,0.5855999980121851,0.6360000018030405,0.05289999954402447,0.6184000000357628,1.9425000008195639,"(1, 3, 640, 640)",torch.float16,cuda:0
90,0.6477000005543232,0.5953000001609325,0.06379999965429306,0.7379000000655651,2.116600001230836,"(1, 3, 640, 640)",torch.float16,cuda:0
91,0.6395999975502491,0.6361999996006489,0.06180000118911266,0.6256000008434057,2.033000001683831,"(1, 3, 640, 640)",torch.float16,cuda:0
92,0.8049000017344952,0.6521000005304813,0.052400002256035805,0.5718000009655952,2.1299999989569187,"(1, 3, 640, 640)",torch.float16,cuda:0
93,0.6807000022381544,0.6995999980717897,0.07139999978244305,0.750500001013279,2.2849999982863665,"(1, 3, 640, 640)",torch.float16,cuda:0
94,0.7346999980509281,0.6533999983221292,0.06870000064373016,0.6094999983906746,2.1365000009536743,"(1, 3, 640, 640)",torch.float16,cuda:0
95,0.634900001809001,0.6666000001132488,0.04829999804496765,0.5263999998569489,1.9598000012338161,"(1, 3, 640, 640)",torch.float16,cuda:0
96,0.6844999995082617,0.6638999991118908,0.06240000016987324,0.588500002399087,2.070999998599291,"(1, 3, 640, 640)",torch.float16,cuda:0
97,0.754899999126792,0.7213999982923269,0.0807999987155199,0.7319999989122152,2.3889999985694885,"(1, 3, 640, 640)",torch.float16,cuda:0
98,0.6992000006139278,0.6555000003427267,0.06220000050961971,0.5996000003069639,2.0836999993771315,"(1, 3, 640, 640)",torch.float16,cuda:0
99,0.7840999998152256,0.7532999981194735,0.0840000007301569,0.8569000009447336,2.5607999991625547,"(1, 3, 640, 640)",torch.float16,cuda:0
100,0.7379999980330467,0.696900000795722,0.06080000102519989,0.6723000016063452,2.2337999995797873,"(1, 3, 640, 640)",torch.float16,cuda:0
101,0.6597999986261129,0.6527999993413687,0.06289999932050705,0.6377000007778406,2.084800001233816,"(1, 3, 640, 640)",torch.float16,cuda:0
102,0.6090999990701675,0.6278000008314848,0.046300001442432404,0.5993999987840652,1.9344999976456165,"(1, 3, 640, 640)",torch.float16,cuda:0
103,0.6744999997317791,0.801299998536706,0.06930000148713589,0.6569999996572733,2.284000001847744,"(1, 3, 640, 640)",torch.float16,cuda:0
104,0.6834999993443489,0.6416000016033649,0.051899997517466545,0.5864000003784895,2.0086999982595444,"(1, 3, 640, 640)",torch.float16,cuda:0
105,0.7524999994784594,0.6334000006318092,0.06379999965429306,0.6043000016361475,2.1257000006735325,"(1, 3, 640, 640)",torch.float16,cuda:0
106,0.6535000000149012,0.6196000017225742,0.04379999823868275,0.5579000003635883,1.9195000007748604,"(1, 3, 640, 640)",torch.float16,cuda:0
107,0.9750000014901161,1.0137000009417534,0.08430000022053719,0.6934000011533499,2.8397999983280897,"(1, 3, 640, 640)",torch.float16,cuda:0
108,0.7979000005871058,0.7868000008165836,0.07129999995231628,0.6401999983936548,2.360300002619624,"(1, 3, 640, 640)",torch.float16,cuda:0
109,0.6895000003278255,0.734400000423193,0.06429999880492687,0.6914000008255243,2.2501999996602535,"(1, 3, 640, 640)",torch.float16,cuda:0
110,0.6267000008374453,0.6949000004678965,0.05419999919831753,0.6359000001102686,2.0664000008255243,"(1, 3, 640, 640)",torch.float16,cuda:0
111,0.6578999999910593,0.6924000009894371,0.0640999972820282,0.6820999998599291,2.167899999767542,"(1, 3, 640, 640)",torch.float16,cuda:0
112,0.7220000009983778,0.6785000003874302,0.06240000016987324,0.6576999984681606,2.191899999976158,"(1, 3, 640, 640)",torch.float16,cuda:0
113,0.7521000001579523,0.7180000003427267,0.04449999891221523,0.5988999996334314,2.154799999669194,"(1, 3, 640, 640)",torch.float16,cuda:0
114,0.7047000005841255,0.7278000004589558,0.06420000083744526,0.6363999992609024,2.204799998551607,"(1, 3, 640, 640)",torch.float16,cuda:0
115,0.6415000017732382,0.6821999978274107,0.0414000004529953,0.5642000008374453,1.9694999977946281,"(1, 3, 640, 640)",torch.float16,cuda:0
116,0.7053999993950129,0.6492999996989965,0.06030000001192093,0.6486000008881092,2.132200002670288,"(1, 3, 640, 640)",torch.float16,cuda:0
117,0.6591999977827072,0.6838000006973743,0.03579999879002571,0.5269000008702278,1.943699998781085,"(1, 3, 640, 640)",torch.float16,cuda:0
118,0.7427999991923571,0.6687000002712011,0.06499999947845936,0.599999999627471,2.1502000000327826,"(1, 3, 640, 640)",torch.float16,cuda:0
119,0.7834999989718199,0.9534000009298325,0.06459999829530716,0.573599997907877,2.484899999573827,"(1, 3, 640, 640)",torch.float16,cuda:0
120,0.7520000021904707,0.694599999114871,0.06479999981820583,0.6008000001311302,2.1850000005215406,"(1, 3, 640, 640)",torch.float16,cuda:0
121,0.6288000009953976,0.6775000002235174,0.047200001776218414,0.513399999588728,1.911199999973178,"(1, 3, 640, 640)",torch.float16,cuda:0
122,0.7170000001788139,0.7099000010639429,0.07340000197291374,0.673200000077486,2.249499998986721,"(1, 3, 640, 640)",torch.float16,cuda:0
123,0.6325000002980232,0.7121999990195036,0.04880000092089176,0.5844000019133091,2.028599999845028,"(1, 3, 640, 640)",torch.float16,cuda:0
124,0.695499999448657,0.6818999983370304,0.06020000018179417,0.5732000023126602,2.077600000426173,"(1, 3, 640, 640)",torch.float16,cuda:0
125,0.6633000019937754,0.7922000009566545,0.048499997705221176,0.5746999997645617,2.1326999999582767,"(1, 3, 640, 640)",torch.float16,cuda:0
126,0.7163000013679266,0.6882999986410141,0.06149999983608723,0.6045999992638826,2.142000000923872,"(1, 3, 640, 640)",torch.float16,cuda:0
127,0.6778999995440245,0.6462000012397766,0.061000000685453415,0.6132000014185905,2.0671999994665384,"(1, 3, 640, 640)",torch.float16,cuda:0
128,0.6589000001549721,0.7457999996840954,0.08690000139176846,0.6186999995261431,2.1777999978512526,"(1, 3, 640, 640)",torch.float16,cuda:0
129,0.7151000015437603,0.6818000003695488,0.06550000049173832,0.6434999983757734,2.1883000005036592,"(1, 3, 640, 640)",torch.float16,cuda:0
130,0.6777999978512526,0.6831999998539686,0.044600000604987144,0.5624000001698732,2.0124000012874603,"(1, 3, 640, 640)",torch.float16,cuda:0
131,0.7245999984443188,0.7153999991714954,0.06039999984204769,0.6052999999374151,2.175000000745058,"(1, 3, 640, 640)",torch.float16,cuda:0
132,0.6701999995857477,0.7767999991774559,0.04649999924004078,0.559900002554059,2.098199998959899,"(1, 3, 640, 640)",torch.float16,cuda:0
133,0.7423999980092049,0.664300000295043,0.06519999913871288,0.6086999997496605,2.155299996957183,"(1, 3, 640, 640)",torch.float16,cuda:0
134,0.5810000002384186,0.6823999993503094,0.042899999767541885,0.5189999993890524,1.8685999996960163,"(1, 3, 640, 640)",torch.float16,cuda:0
135,0.6083000004291534,0.6040000002831221,0.060599999502301216,0.5784000009298325,1.9209000002592802,"(1, 3, 640, 640)",torch.float16,cuda:0
136,0.5854000002145767,0.6118000019341707,0.04349999874830246,0.5315999984741211,1.8170999996364117,"(1, 3, 640, 640)",torch.float16,cuda:0
137,0.6502000000327826,0.7133999988436699,0.08379999920725822,0.6577999982982874,2.1868000011891127,"(1, 3, 640, 640)",torch.float16,cuda:0
138,0.6779000014066696,0.6751000005751848,0.041999999433755875,0.5455000009387732,1.9830000009387732,"(1, 3, 640, 640)",torch.float16,cuda:0
139,0.7274999991059303,0.6673999987542629,0.05910000018775463,0.6107999999076128,2.1333000008016825,"(1, 3, 640, 640)",torch.float16,cuda:0
140,0.6575000006705523,0.688400000333786,0.04209999926388264,0.5254000015556812,1.9543999992311,"(1, 3, 640, 640)",torch.float16,cuda:0
141,0.8552000001072884,0.7019000016152859,0.06529999896883965,0.608500000089407,2.3046000003814697,"(1, 3, 640, 640)",torch.float16,cuda:0
142,0.6756999976933002,0.6595000009983778,0.0421999990940094,0.5205999985337257,1.9380999989807606,"(1, 3, 640, 640)",torch.float16,cuda:0
143,0.7569999992847443,0.6634999979287386,0.061400000005960464,0.6022999975830317,2.1517000012099743,"(1, 3, 640, 640)",torch.float16,cuda:0
144,0.7056000009179115,0.6557000018656254,0.06090000085532665,0.5748999994248152,2.061200000345707,"(1, 3, 640, 640)",torch.float16,cuda:0
145,0.8176999986171722,0.6976000014692545,0.06379999965429306,0.6172000002115965,2.270899999886751,"(1, 3, 640, 640)",torch.float16,cuda:0
146,0.6470000017434359,0.6528999991714954,0.04350000061094761,0.5241999980062246,1.9081999994814396,"(1, 3, 640, 640)",torch.float16,cuda:0
147,0.776800001040101,0.6774999983608723,0.06389999948441982,0.5851000007241964,2.175499999895692,"(1, 3, 640, 640)",torch.float16,cuda:0
148,0.6392000000923872,0.6697000004351139,0.03799999691545963,0.5156000014394522,1.8999000005424023,"(1, 3, 640, 640)",torch.float16,cuda:0
149,0.8091000001877546,0.673200000077486,0.06489999778568745,0.6520999986678362,2.274500001221895,"(1, 3, 640, 640)",torch.float16,cuda:0
150,0.7520000003278255,0.6768999993801117,0.0433999989181757,0.5425000004470348,2.0635000001639128,"(1, 3, 640, 640)",torch.float16,cuda:0
151,0.7740000002086163,0.6879999991506338,0.06809999793767929,0.6818999983370304,2.2869000006467104,"(1, 3, 640, 640)",torch.float16,cuda:0
152,0.8165999986231327,0.7610999997705221,0.07579999975860119,0.7028999980539083,2.4377999994903803,"(1, 3, 640, 640)",torch.float16,cuda:0
153,0.7620000001043081,0.7045999988913536,0.06889999844133854,0.7291999999433756,2.34910000115633,"(1, 3, 640, 640)",torch.float16,cuda:0
154,0.7184000015258789,0.7048000004142523,0.04749999940395355,0.6163000017404556,2.1300999987870455,"(1, 3, 640, 640)",torch.float16,cuda:0
155,0.7270999997854233,0.6874000020325184,0.06120000034570694,0.6648999974131584,2.2064000014215708,"(1, 3, 640, 640)",torch.float16,cuda:0
156,0.6422000005841255,0.6423000004142523,0.041099999099969864,0.5322999991476536,1.8973000012338161,"(1, 3, 640, 640)",torch.float16,cuda:0
157,0.7838999982923269,0.6816000007092953,0.06799999997019768,0.7723999992012978,2.390699999406934,"(1, 3, 640, 640)",torch.float16,cuda:0
158,0.6932000014930964,0.6588999982923269,0.04299999959766865,0.571399999782443,2.0104999989271164,"(1, 3, 640, 640)",torch.float16,cuda:0
159,0.8690000008791685,0.648700000718236,0.06320000067353249,0.6406000014394522,2.2917999997735023,"(1, 3, 640, 640)",torch.float16,cuda:0
160,0.6509000025689602,0.6225999984890223,0.03879999928176403,0.47379999980330467,1.8234000001102686,"(1, 3, 640, 640)",torch.float16,cuda:0
161,0.7129999995231628,0.6471999995410442,0.06320000067353249,0.5811000000685453,2.0770999994128942,"(1, 3, 640, 640)",torch.float16,cuda:0
162,0.5996000003069639,0.6801999993622303,0.036900000646710396,0.5080999992787838,1.8618000000715256,"(1, 3, 640, 640)",torch.float16,cuda:0
163,0.7148000001907349,0.6783999986946583,0.06110000051558018,0.5834999997168779,2.1051000002771616,"(1, 3, 640, 640)",torch.float16,cuda:0
164,0.6613999996334314,0.6477999985218048,0.038200002163648605,0.4955000001937151,1.8792000003159046,"(1, 3, 640, 640)",torch.float16,cuda:0
165,0.7343000005930662,0.6589999999850988,0.06250000186264515,0.5855999998748302,2.1114999987185,"(1, 3, 640, 640)",torch.float16,cuda:0
166,0.6976000014692545,0.6465999986976385,0.05899999849498272,0.5723999999463558,2.0398999992758036,"(1, 3, 640, 640)",torch.float16,cuda:0
167,0.6458999998867512,0.6464999988675117,0.038599999621510506,0.49829999916255474,1.8662000000476837,"(1, 3, 640, 640)",torch.float16,cuda:0
168,0.794199999421835,0.6844999995082617,0.06469999998807907,0.6227000001817942,2.258100001141429,"(1, 3, 640, 640)",torch.float16,cuda:0
169,0.6355999987572432,0.721000000834465,0.04659999907016754,0.5605000015348196,2.010300001129508,"(1, 3, 640, 640)",torch.float16,cuda:0
170,0.7026000004261732,0.6800999995321035,0.058399997651576996,0.6054999995976686,2.113100001588464,"(1, 3, 640, 640)",torch.float16,cuda:0
171,0.664300000295043,0.6501000002026558,0.03619999811053276,0.5093000009655952,1.8975000008940697,"(1, 3, 640, 640)",torch.float16,cuda:0
172,0.791100000962615,0.6726999990642071,0.06929999962449074,0.6281999982893467,2.2378000002354383,"(1, 3, 640, 640)",torch.float16,cuda:0
173,0.7180999983102083,0.6533000003546476,0.04600000008940697,0.5562999993562698,2.0188999995589256,"(1, 3, 640, 640)",torch.float16,cuda:0
174,0.7099999990314245,0.6323000006377697,0.0681999996304512,0.7359999995678663,2.2238999996334314,"(1, 3, 640, 640)",torch.float16,cuda:0
175,0.726800000295043,0.6107000019401312,0.048499999567866325,0.588400000706315,2.0338000021874905,"(1, 3, 640, 640)",torch.float16,cuda:0
176,0.7749000005424023,0.687899999320507,0.06709999963641167,0.6919999998062849,2.3008000012487173,"(1, 3, 640, 640)",torch.float16,cuda:0
177,0.6968999989330769,0.6579999998211861,0.04860000126063824,0.5460999999195337,1.999499998986721,"(1, 3, 640, 640)",torch.float16,cuda:0
178,0.7425999995321035,0.6976999994367361,0.06660000048577785,0.6236000005155802,2.2020999994128942,"(1, 3, 640, 640)",torch.float16,cuda:0
179,0.693299999460578,0.6781000010669231,0.04920000024139881,0.5479000005871058,2.0139999985694885,"(1, 3, 640, 640)",torch.float16,cuda:0
180,0.754899999126792,0.6892999988049269,0.06719999946653843,0.6614999994635582,2.2469999995082617,"(1, 3, 640, 640)",torch.float16,cuda:0
181,0.6538999974727631,0.646900000050664,0.05740000121295452,0.5509000010788441,1.976000001654029,"(1, 3, 640, 640)",torch.float16,cuda:0
182,0.6254000011831522,0.6195000000298023,0.06159999966621399,0.5888000000268221,1.9647000022232533,"(1, 3, 640, 640)",torch.float16,cuda:0
183,0.6825999990105629,0.6928999982774258,0.0654000025242567,0.6068000011146069,2.123700000345707,"(1, 3, 640, 640)",torch.float16,cuda:0
184,0.5968000013381243,0.6134000010788441,0.04229999892413616,0.545099999755621,1.837500000372529,"(1, 3, 640, 640)",torch.float16,cuda:0
185,0.6061000004410744,0.6060999985784292,0.06509999744594097,0.6039000004529953,1.9540999997407198,"(1, 3, 640, 640)",torch.float16,cuda:0
186,0.5935999993234873,0.6301000006496906,0.039899999275803566,0.5574999991804361,1.8608999997377396,"(1, 3, 640, 640)",torch.float16,cuda:0
187,0.7236999999731779,0.7000999990850687,0.06539999879896641,0.6060000006109476,2.1680999994277954,"(1, 3, 640, 640)",torch.float16,cuda:0
188,0.6676000002771616,0.6667999997735023,0.04150000028312206,0.5175999999046326,1.931700000539422,"(1, 3, 640, 640)",torch.float16,cuda:0
189,3.454899998381734,0.7848000004887581,0.06790000014007092,0.849999999627471,5.249900000169873,"(1, 3, 640, 640)",torch.float16,cuda:0
190,0.8098000008612871,0.690200001001358,0.06460000202059746,0.642400000244379,2.280300000682473,"(1, 3, 640, 640)",torch.float16,cuda:0
